1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	C
2.34114	0.85536	0.3094	0.6136	0.89324	0.1889	-0.30351	-0.18283	0.05286	-1.25933	-0.5961	-1.10656	-0.28997	0.58597	0.02592	-0.26537	1.09283	-0.34727	1.34343	1.2417	-0.77089	0
0.56909	-0.49233	0.25048	1.37672	0.61915	0.65743	0.75316	-1.13354	-0.21769	-0.22113	-1.01064	-0.63051	-0.53821	-0.58441	-0.30101	0.45259	1.1587	0.29684	0.91748	1.63011	0.20197	0
0.63839	-0.27404	-0.1199	3.29866	1.01241	2.5591	1.23436	0.83661	1.13506	0.23593	-0.18749	-2.34297	-0.85912	-2.13545	-2.08923	-1.56875	-0.04493	-0.86396	-2.01406	-0.45989	0.41259	0
0.3513	1.25397	0.77238	0.08365	1.00049	1.21415	1.20956	0.37271	0.80438	0.50364	0.63566	0.36126	-1.08314	-0.56737	-0.89048	-0.77899	-1.21263	-0.28356	-0.38543	0.26144	-0.13903	1
-0.60897	-0.22659	-0.16199	-0.64414	-0.60829	0.71806	-0.23902	1.24324	1.41162	0.13146	0.99098	-0.24041	-0.25969	-0.03331	-1.42546	-0.74585	-0.58387	-0.94182	0.69197	-0.94078	1.34533	1
0.94528	-0.05575	0.39358	-0.08593	-1.57952	-0.35129	-0.20925	-0.28592	0.32341	0.37305	2.98668	2.52993	0.98154	-0.48783	0.16957	0.25377	-1.54797	-0.26941	-2.18945	0.11347	-0.25938	2
0.47999	-0.43538	-0.91958	-0.31911	0.36889	0.54167	0.49519	1.2146	-0.52432	-0.57373	-0.00391	-0.57762	-0.0175	-1.02757	0.25378	0.38632	0.64371	0.2119	0.09063	0.56661	0.28221	0
-0.31198	1.09263	0.15788	-0.44629	1.01241	0.44797	0.37613	-0.58946	-0.22371	-1.37033	-1.60876	-0.85531	-0.21731	0.29053	0.59558	0.45811	0.24849	0.5021	-0.37708	0.8533	0.80374	0
-1.73754	-1.05228	-0.77648	0.2603	-1.19818	-0.68202	0.0884	-0.86436	-0.30788	-3.10718	-0.12235	-1.64873	0.66669	1.08025	1.69526	1.46326	1.75153	2.95819	0.11569	1.09374	0.35241	2
-1.19306	0.76045	-0.55762	-0.75013	-1.06709	-0.20246	0.01895	-1.38553	-0.7107	-1.22668	-0.27632	1.30013	1.26006	0.95526	-0.22175	1.1098	0.75749	0.16943	-1.3626	0.44639	1.35536	2
-1.16336	0.07712	-0.51553	1.6099	-0.04224	0.06212	0.09832	0.27535	1.59199	0.95418	1.40552	1.07533	0.24285	0.36439	-0.50906	-0.79004	-0.96711	-0.70117	-1.58811	-0.81131	0.91406	1
0.60869	1.60513	1.56364	0.14018	1.14945	1.72678	1.41295	1.48378	1.27935	1.22189	-0.41252	-1.38426	-1.76733	-1.65253	-0.9202	-1.82279	-0.65573	-0.56669	-1.16216	0.92728	0.95418	1
2.47974	-0.3215	0.14947	0.79731	0.06501	0.3267	0.23723	-0.15992	0.33543	-0.26684	-0.44213	-0.71646	-0.19915	-0.42533	-0.22175	1.08771	0.47604	1.762	1.37683	1.38967	0.28221	0
-0.81687	-0.50182	-0.33876	0.3239	0.11268	-0.83084	-1.75705	-1.09917	-1.36603	-0.39743	-0.75008	0.14968	1.30849	1.57454	1.49712	1.47983	2.17071	1.10374	0.5834	0.89029	0.14179	0
0.381	2.21254	-0.24617	0.76905	1.29245	0.11173	0.55968	0.92824	0.7142	1.96626	0.0257	1.51171	0.12781	-0.9253	-0.72701	-0.06103	-1.85337	-0.38266	-0.21839	0.14121	-0.2293	1
-0.81687	-0.18862	-0.42294	-0.12832	-0.67383	0.22197	-0.3928	-0.02819	-1.46824	-0.30602	-0.61387	-0.22719	-1.62807	0.49506	-0.7072	0.39736	1.11079	1.67706	2.05334	1.14923	-0.30953	0
-1.85634	2.66809	-0.63338	-0.14952	0.80386	-0.20798	0.98136	-0.61236	-0.01328	-2.42158	-0.66717	0.41415	0.06121	1.21661	1.30393	-0.49733	1.20062	0.55165	0.54999	0.73307	-0.69065	0
-2.53942	-0.15066	2.33808	0.48641	1.65592	1.02123	1.41295	1.44941	0.20917	0.71912	-0.84483	-0.5115	-0.072	-0.89689	-1.79202	-0.4421	-1.18868	-1.18956	-0.76126	-0.98702	0.67335	1
-0.27238	-0.56826	1.42896	0.56414	0.69661	0.80625	0.24715	0.18944	-1.23376	-0.60638	-0.6494	-0.09495	-0.19309	-1.25482	0.38258	-1.34784	-0.01499	0.41009	-0.30191	0.88104	-0.17915	0
-0.68817	-1.14719	-0.72598	-0.29084	0.59531	0.44245	0.98632	0.0119	0.25727	1.14354	1.12718	0.43399	0.4245	-1.33436	-0.6428	-1.11588	-1.79948	-1.64963	-1.62152	-0.76507	0.68338	1
0.59879	-0.75807	0.9239	-0.79959	-1.69868	-0.74816	0.52992	0.08635	0.04684	1.16965	1.80821	1.7299	0.3034	0.25076	0.7739	-0.46971	-0.91921	0.28268	-1.73844	-2.07826	-0.73077	2
-0.71787	-0.33099	1.20168	0.3027	1.13753	0.65191	1.61139	1.2776	0.89457	-0.03831	-0.98695	-2.23057	-0.67747	-0.05604	-1.32143	-0.87288	-0.52399	0.41717	-0.46059	1.066	-1.78386	0
-0.67827	1.16855	0.52826	0.06952	0.96474	0.66294	0.62914	-0.33173	0.80438	0.24899	-0.16972	-0.50489	-0.35052	-0.80031	-0.75673	-1.1932	0.24849	0.16943	-0.65269	1.67635	1.00433	1
0.07411	-0.57775	-0.24617	0.08365	-0.01245	-0.52217	-1.26592	-1.08199	-0.03733	-0.22113	-0.5961	0.52655	-0.072	1.02344	1.07607	0.71768	1.10481	1.64875	0.05723	-0.17321	-0.51012	2
-2.49982	-0.2171	-0.24617	0.69839	-1.17434	-0.51665	-1.16174	-0.41764	0.33543	-0.31255	0.32772	0.99599	0.10359	0.71664	0.29837	0.62932	0.84731	1.50719	1.02605	1.93529	0.98427	2
0.66809	-0.34997	1.10909	-0.60174	-1.58547	-1.07338	-1.06252	-0.80709	-0.39806	-0.34519	-0.95142	0.76458	-0.35052	1.21093	0.68969	0.72321	1.26649	-4.40256E-4	1.36848	-0.94078	0.30227	2
-0.82677	1.03568	-1.90446	-0.17072	-0.60829	-0.73163	-0.4573	0.73352	1.41763	2.27314	1.45881	1.63734	-0.18704	0.6371	0.12004	0.77291	0.08082	-1.5293	-0.85314	-0.36742	-0.34965	1
-0.05459	0.23846	0.64611	-0.63001	1.75125	1.24171	0.72835	0.79652	-0.09144	-0.03178	-0.76192	-0.5115	-1.39799	-0.75486	-1.23227	-0.22119	0.04489	0.12696	0.75044	-0.67259	0.10168	0
