1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	C
-1.09887	-0.97502	-0.74509	-0.43613	-0.79569	-1.28872	-1.32949	-1.26361	-1.23073	-1.2131	-1.40774	-1.07531	-0.92866	-1.07718	-1.25301	-1.23699	-1.13124	-1.18311	-1.48267	-1.72336	-1.64597	-0.98785	-0.83451	-0.42638	-0.04092	0.20121	0.25745	0.68079	1.37326	1.54552	1.14829	1.32181	1.73587	0.8747	0.42268	0.2463	0.12877	0.41528	0.58722	0.3565	-0.53797	-1.3465	-1.20324	-0.65402	-0.28974	-0.68413	-0.94595	-0.6092	-0.81017	-0.96041	-0.82181	-0.74945	0.18283	-0.78633	-0.52068	0.188	-0.62574	-1.18226	-0.42731	-0.57785	0
-0.7335	-0.22866	-0.70085	-0.48556	-0.70929	-1.59664	-1.67584	-0.90308	-0.55583	-0.92816	-1.36554	-1.18169	-0.50159	-0.24848	-0.64841	-0.75343	-1.02278	-0.64015	0.30074	0.7986	0.68319	0.888	-0.46278	-1.28538	-0.31897	0.53802	1.21244	0.73054	-0.04984	-0.55188	-0.51626	-0.85089	-0.65623	-0.60168	-0.45101	-0.43559	0.14836	0.55379	0.34259	-0.33027	-0.649	-0.84688	-1.40253	-1.35324	-0.71116	-0.55646	-0.40543	-0.75179	-1.07162	0.09337	0.22744	-0.01248	2.23656	1.56957	-0.26672	0.62383	-0.90229	0.19335	-1.13912	-0.41884	0
-0.92488	-0.90524	-0.9975	-0.62097	-0.73449	-0.84544	-1.11586	-0.45799	-0.65128	-0.62685	-0.95184	-0.91896	-0.60942	0.25373	0.01216	-0.45642	-0.08223	0.72987	0.86162	1.15839	1.38989	1.40855	1.20326	0.54762	0.03216	-0.78518	-1.60042	-2.57526	-0.99968	-1.56978	-1.46723	-1.47976	-1.18888	-0.72709	-0.55443	-0.07552	-0.10673	-0.84873	-1.13977	-1.13235	-1.08089	-1.15211	-0.773	-0.99163	-0.85361	-0.70429	-0.02591	-0.35606	-1.02155	0.45195	0.11086	0.43386	0.28198	-0.29324	0.0719	-1.10208	-0.3319	-0.33216	-0.33024	-0.65736	0
-0.87704	-0.97805	-0.48226	-0.1073	0.80101	0.9192	0.28247	-0.42394	-0.69689	-0.13956	-0.34975	0.03198	0.95057	0.01357	-0.14653	0.66243	-0.05227	-1.12882	-0.78458	-0.65618	-0.98853	-0.7053	-0.02228	-0.88892	-0.30427	0.71296	0.53874	0.30725	-0.55764	-0.53875	0.15666	0.46174	-0.15892	-0.18653	1.34151	1.48134	0.09167	-1.28165	0.21399	1.68023	0.36087	-0.27911	-0.19455	0.6829	-0.0233	-0.02711	-0.8574	-0.60279	-1.03824	-0.997	0.21912	-0.78059	-0.17126	1.15866	-0.18206	1.21657	1.37928	-0.40944	1.77285	0.734	0
-0.72916	0.14756	0.43114	-0.19327	-0.27906	-1.16859	-1.111	-1.18023	-0.61496	0.02783	-0.54266	-0.42922	0.20782	-0.57558	-1.27053	-0.59956	-0.1907	-0.27308	0.34144	0.25453	-0.11233	-0.65215	-0.80773	-1.26948	-0.12585	0.81834	0.79642	-0.82645	-1.28522	-1.56706	-1.63172	-0.33972	0.08126	-0.41097	-0.34797	0.09864	0.77651	0.34391	1.12571	1.06678	0.13996	0.0113	-0.08232	0.11798	-0.53903	-0.65875	-0.69409	-0.95526	-0.19271	-0.27252	-0.68857	-0.53147	-0.70948	0.88472	1.34172	-0.49191	0.61876	1.80081	1.09339	-0.06106	0
0.02767	0.69974	0.55084	0.82118	1.55345	2.11199	1.55133	0.80445	-0.27117	-0.91551	0.08731	0.81586	0.03118	-0.08493	0.01703	0.23646	0.5606	0.01217	-0.27137	0.30555	-0.83726	-1.66238	-1.17108	1.01978	1.06839	-1.00269	-1.73028	-0.13797	0.669	-0.72901	0.06881	1.20598	0.78436	2.10026	1.51941	1.24357	1.65766	0.47162	-0.12508	0.02851	-0.04881	0.0682	-1.39533	-0.20538	-0.27655	0.01993	0.03159	-0.26634	-0.18715	-1.02627	-0.05569	-1.07123	0.65023	-0.52609	1.68034	-0.10837	1.27557	-0.47127	1.9508	0.15758	0
0.26254	-0.81422	-0.6436	-0.15028	-0.02704	0.23568	0.75344	0.22666	-0.26526	0.61705	-0.02421	-0.18934	-0.18661	-0.85465	0.14068	-0.20497	-0.70572	-0.88716	-0.9904	-0.57204	-1.13747	-0.02022	-0.24613	-1.39327	-1.71204	-0.59001	0.45733	3.20257E-4	0.23486	1.29138	0.41368	-0.34066	1.24825	2.01723	1.50938	1.40221	0.89655	0.61812	-1.00766	1.66512	2.58866	1.89302	0.6947	-0.25339	0.26755	1.35711	1.2403	-0.36087	-0.84355	1.9375	2.20937	2.19845	0.72105	0.61077	0.2271	-0.59651	0.29035	-0.99678	-0.10375	0.03832	0
-0.43339	0.67547	-0.15697	0.50524	1.14483	-0.40047	-1.05112	-1.32585	-0.62763	-0.66703	-0.84634	-0.64339	0.55827	0.92009	0.276	0.8494	0.85945	0.86675	0.81743	-0.06262	-0.26825	0.0466	0.55131	0.43053	-0.39777	-0.90068	-1.15631	-1.89016	-2.3745	-2.35393	-1.50882	0.04811	0.87346	-0.10696	-0.55212	0.7279	2.17327	2.35355	0.15673	0.01172	1.87216	2.13068	0.17525	-0.54148	-0.46978	-0.23766	-0.49973	-0.13657	0.00198	0.08606	1.65976	2.04275	0.33863	0.14507	0.21299	-1.01491	-0.57388	-0.65675	0.52717	0.19733	0
-0.09412	-0.88703	-0.7633	-0.56079	-0.61208	-0.48845	-0.30988	-0.24661	-0.83288	-0.41855	-0.51628	-0.80831	-0.97335	-0.98537	-0.51503	0.67446	1.01267	0.41174	-0.75783	-0.91545	-0.6441	-0.26174	-0.27491	-0.2315	0.56252	1.18887	1.14039	0.93839	0.41717	0.87281	1.60204	1.38888	1.21	0.88681	0.89271	0.804	0.8657	0.86651	-0.16777	-0.88215	-0.51985	-0.44565	-0.18592	-0.27215	-0.40845	-0.17419	-0.54688	-0.70853	-0.54038	-0.18471	-0.96338	-0.52109	-1.37517	-1.25204	-0.35137	-0.75341	0.72246	0.81161	-0.15229	0.45573	0
-0.72046	-0.7141	0.52742	2.56421	3.26356	2.56034	2.79915	3.24362	2.7055	2.85488	2.61624	2.08235	1.94304	1.42777	0.86599	1.37551	1.56713	1.26786	1.22753	1.42109	1.51634	1.16508	0.54732	-0.52549	-0.89506	-0.45385	-0.64055	-1.25185	-2.30541	-1.55121	-1.4205	-1.78365	-0.78842	-0.87499	-1.38798	-0.87137	-1.01123	-0.44633	-0.0437	0.04642	0.09262	-1.15389	-0.86293	-0.56999	-0.55156	-0.81404	-1.32432	-1.01934	-0.40966	-0.60915	-0.06402	-0.43805	-1.02108	-0.15627	0.39641	-1.32871	1.77682	0.22427	0.59188	-0.04119	0
0.78884	0.37814	0.99062	1.53258	1.85587	3.42489	2.89787	1.19082	1.73158	1.24718	0.498	0.29041	-0.3065	-0.94524	-0.78861	-0.58236	0.11915	0.55092	0.65735	0.89035	0.86433	0.61366	0.8619	0.26868	-1.0747	-1.85588	-1.47749	-1.329	-0.80447	0.21369	1.12352	1.37762	1.71021	1.65959	0.819	0.76159	1.14497	1.82296	1.52104	1.23358	0.68755	-0.58789	-0.60465	0.28978	-0.04572	0.02739	-0.71364	-1.12989	-0.23165	-0.21398	-0.44708	0.61032	0.15451	-0.62197	-0.71821	-0.49191	-0.50474	0.03879	-0.83175	-0.75674	0
1.6196	0.57838	1.05048	-0.35876	-0.52928	-0.46477	-0.72258	-0.256	0.48398	-0.18197	0.38346	1.16139	0.64836	-0.59686	-0.17623	0.10923	0.63607	0.86752	0.4023	-0.2941	-1.10334	-1.653	-1.75387	-2.10799	-1.74348	-1.79687	-1.64357	-0.96347	0.23694	0.75412	1.36044	1.68385	1.2313	1.25828	1.35618	1.63581	2.19827	3.10059	2.76027	2.21029	2.28535	1.8462	1.54869	1.12404	-0.31678	-0.29141	0.0937	0.45462	0.1633	0.2251	-0.21391	0.07056	1.17429	-0.90961	-0.80286	-0.98004	-0.93686	1.2753	0.47864	0.27684	0
-0.83789	0.30229	-0.36255	-0.51995	-0.18005	0.05295	1.85398	1.21783	-1.44021	-0.14923	-0.68131	-0.43564	0.31423	-0.98841	-0.50286	-0.57033	-0.59574	-0.66424	-1.06598	-1.89393	-1.80344	-1.97893	-1.91935	-2.06742	-1.74674	-1.86684	-2.43655	-0.66792	0.29272	0.21822	-0.13494	0.76187	1.47003	0.95211	0.69435	1.39123	2.11491	2.74937	3.2405	3.46182	3.56639	3.03925	2.2552	0.5231	1.60569	2.91231	3.5726	3.18947	4.06551	4.20607	1.95955	0.40272	0.59358	0.07659	1.53925	0.98993	-0.85044	1.24438	0.43011	1.37005	0
-0.7683	-0.71106	-0.78672	-0.99494	-0.9739	0.02081	-0.31473	-1.06631	-0.71716	-1.0033	-1.22085	-1.34232	-1.19043	-1.08387	-0.72095	-0.51617	-0.35188	-0.27002	-0.31207	-0.53815	-0.63673	-0.84716	-1.26461	-1.13524	-0.93425	-0.75061	0.21593	1.08047	1.48981	1.48346	1.51325	1.49158	1.49618	0.91665	0.67699	0.72259	0.70273	0.12933	-0.79819	-1.25716	-1.3129	-0.52862	0.15654	0.55987	0.24315	0.04606	-0.24097	0.44981	0.51374	-0.27252	-0.44708	-0.44843	-1.29018	-0.34803	-0.40781	-0.98004	-0.85044	-0.65675	-0.15229	-0.47847	0
0.00592	0.78773	-0.12575	-0.78646	-0.49687	-0.38863	-0.36329	-1.21311	-0.88188	-0.90956	-1.46651	-1.44941	-1.3465	-1.23283	-0.84508	-1.27912	-1.13049	-0.89634	-0.66752	-0.90327	-1.54357	-1.54006	-1.24263	-1.03194	-0.87587	-1.85167	-2.50249	-1.71941	-0.33912	1.14823	1.42587	1.34104	1.87678	2.33637	2.34409	1.9353	0.78276	-0.16883	-0.46214	-0.40863	0.24866	0.61523	-0.64062	0.06546	-0.25742	-0.1294	0.47091	0.35048	0.1327	-0.52133	0.07755	-1.02971	-0.78029	-0.36172	-0.21028	-0.12581	0.46319	1.24438	0.25215	-1.07477	0
-0.39424	-1.08728	-0.78152	-1.02502	-1.11431	-1.51374	-1.09482	-1.33642	-1.077	-0.73324	-1.14475	-1.11386	-1.08473	-1.54777	-1.54362	-1.55722	-1.34097	-0.91622	-0.62488	-0.69197	-0.87876	-0.5779	-0.06266	0.33308	0.78422	0.75427	0.358	0.59731	1.33622	1.72581	1.9586	2.11624	2.68061	2.42805	1.5306	0.55222	-0.3835	-0.67782	-0.94638	-0.00396	0.5245	0.78355	0.64002	0.64314	0.51156	0.31185	-0.20877	-0.73897	-0.50701	-0.60183	-0.73854	-0.27197	-0.52535	-0.63566	-0.88752	-1.24154	-1.2307	-0.85768	-0.3626	-0.41884	0
-0.61172	-0.19528	0.41813	1.09843	0.7398	1.16453	0.74696	-0.26892	-0.75264	-0.65289	-1.14022	-0.70265	-0.30367	-0.10499	0.09832	0.31899	1.05818	1.63799	1.5915	0.72778	0.25033	0.35299	0.74558	0.40752	0.09748	-0.19208	-0.80663	-0.84921	-0.59469	-0.74667	-1.59527	-1.86947	-1.71185	-0.46286	-0.12222	-0.75059	-1.31801	-0.89193	-0.42848	-0.63364	0.16509	-0.2394	-0.53918	-0.43645	-0.27457	-0.88422	-0.84129	-0.70212	-0.8352	-1.06286	-0.62196	-0.75983	-1.30435	-0.34803	0.49517	-0.49191	-1.16156	-0.93496	-0.91264	-0.06106	0
-0.49863	-0.25596	-0.39118	-0.31148	-0.21966	-0.87928	-0.85691	-0.83966	-0.97648	-1.09332	-0.51251	0.69521	1.29676	1.35116	1.51197	1.46836	0.37666	-0.26964	-0.93187	-0.87015	-0.47537	0.15056	0.36744	1.03985	1.3252	0.31672	-0.58152	-0.32389	0.92165	0.35457	-0.12839	0.27791	-0.40782	-0.41356	-0.40509	-0.61429	-1.18546	-1.3117	-1.10963	-1.40269	-0.79628	-1.06676	-0.5917	-0.17987	-0.57069	0.23196	0.27885	-0.8367	-0.45416	0.48123	0.06089	-0.33425	0.21116	-0.89591	-0.25261	0.72843	0.35949	-0.34762	-0.76704	-0.91576	0
-0.83354	-0.33181	-0.6462	-0.36091	-0.60488	-1.42914	-1.46221	-0.81852	0.09796	0.43552	0.76551	0.55671	-0.21357	-1.03219	-0.93659	0.28203	0.99939	0.96655	1.13101	1.43556	1.46087	0.76216	-0.27211	-0.13907	0.1179	-0.05213	-1.19701	-2.16251	-1.81342	-0.85721	-0.58589	-1.10131	-0.94193	-0.29897	0.02249	0.46514	0.79026	-0.02093	-0.26874	-0.46684	-0.49589	-0.47232	-1.17302	-0.92486	-0.39064	0.25511	-0.01556	-0.11414	0.19389	0.31291	-0.35548	-0.47957	-0.04378	-1.00549	-0.06919	-0.61394	0.67061	-0.9195	0.18744	-0.14057	0
-0.44643	-0.23169	-0.62798	0.17855	-1.20972	-0.43431	0.36016	0.12097	0.00758	0.3269	0.18603	0.86226	0.8321	-0.17856	-0.23659	0.17113	1.07259	0.46259	-1.09389	-1.14199	0.53619	0.39872	-1.22984	-1.63207	-0.2863	-0.46439	-0.83635	0.70651	0.79844	-0.78156	-1.29759	-1.24059	-1.7748	-1.05705	-0.3418	-0.93877	-0.84742	-0.62711	-1.26786	-1.62882	-0.73316	-0.71116	-0.45716	-0.19112	-0.63598	-0.70429	-1.19781	-0.81747	-1.14393	-0.44815	-0.58032	-0.99857	-0.15709	0.44641	1.36994	1.00737	0.35949	0.19335	-0.44348	0.19733	0
-0.22461	-0.50475	-0.2975	0.06464	-0.75969	-0.90127	-0.51866	-0.74571	-1.02294	-1.25997	-0.32111	-0.0487	0.12269	-0.21869	0.29645	0.52101	-0.43418	-0.33196	0.67557	0.63831	-0.40245	-0.70413	0.20675	0.58819	0.41921	0.81961	0.77647	0.83172	0.91124	1.02094	0.23143	-0.91185	-0.34535	-1.04537	-0.56292	0.64952	0.43471	-1.13515	-0.84189	-1.32153	0.25041	0.57019	0.14431	-0.79732	-0.36558	0.06024	-0.55953	-0.44898	-1.0438	0.15924	-0.83014	0.28854	0.55109	-0.22475	0.26943	0.20543	-0.41832	-0.93496	-0.217	-0.83625	0
-0.90314	-0.70196	-0.38337	-0.2298	0.35818	-0.49691	-1.30036	-1.27888	-0.91904	-0.2452	-0.29398	-0.95323	-0.74492	-1.30822	-0.49799	0.57431	1.16475	1.24377	0.45501	-0.81075	-0.91444	-1.415	-1.07674	0.26533	0.7834	0.5161	0.30549	0.38862	-0.31998	-0.98495	-0.70599	-0.24639	-0.38845	-1.01164	-0.50118	-0.24742	-0.93787	-1.10275	-0.79216	-0.67282	-1.00433	-1.0964	-1.15791	-0.8926	-0.65049	-0.48553	-0.91835	-0.81267	-1.14949	-0.18471	-0.87178	1.05666	0.09785	0.36422	0.33997	-0.38731	-0.34918	-0.74948	-0.11993	-0.39897	0
-0.42034	-0.51992	-0.9897	-0.74992	-0.77949	-0.80314	-0.34548	-0.79856	-0.91989	-1.36933	-1.2299	-1.33018	0.19079	0.54009	0.76182	0.35123	-0.3735	-0.13887	0.53486	1.66362	0.98535	-0.40282	-1.32457	-0.32392	0.39921	-0.40327	-1.07733	-0.61269	-0.70791	0.19285	-0.55785	-1.31328	-0.13616	0.54561	-0.16274	0.2391	0.16795	0.76743	1.61598	1.33265	0.38307	-0.44743	-0.41975	-0.97212	-0.43351	-0.01218	-0.76194	-0.47622	-0.49032	1.21302	0.83535	0.23664	-0.46869	2.21334	1.55336	0.11826	0.29035	0.23972	-0.94499	-0.23995	0
0.654	0.28105	-1.01312	0.09043	-0.8533	-0.62211	0.72269	0.16677	-0.68084	-0.60602	-0.94279	-0.09082	-0.51507	-0.50201	-1.01886	-0.75172	-0.64163	0.82546	1.27792	0.9981	0.74719	1.07051	1.2768	0.74794	-0.05236	-1.58399	-2.02215	-0.53596	-0.28917	-0.42232	1.16231	1.50518	0.49043	0.03791	0.63068	0.65142	-0.95954	0.20398	0.67965	0.6817	-0.19667	-0.78051	0.73642	0.38881	-0.67819	-0.17643	0.1374	-0.79825	0.55546	3.16692	0.41065	0.7245	1.54254	0.35053	-0.53479	-0.16067	0.03108	0.39429	-0.33024	0.79363	0
0.08421	0.32353	0.66014	0.62774	-1.21152	-1.43084	-0.38271	-0.38988	0.20692	-0.97875	-0.44695	0.03769	0.05601	-0.14816	0.01216	-0.13835	0.46844	1.29539	1.55661	1.16905	0.61338	-1.28408	-0.92805	-0.28586	-1.46013	-1.4824	-0.35153	0.46746	-0.05483	-0.36706	0.36695	1.06435	-0.02334	-1.19889	-0.5552	0.31331	0.7269	-0.11578	-0.5621	-0.70752	-0.7092	-0.26962	-1.04352	-1.07115	-0.89516	-0.61768	-0.53308	-0.11093	0.20224	-0.997	-0.59697	-0.48995	-1.06357	0.28204	1.34172	0.32746	2.60649	1.58442	-0.54055	-0.5381	0
-0.37249	-0.76567	0.24638	0.06464	-0.18905	0.65357	0.20479	0.81385	-0.17656	-0.37912	-0.02497	-0.51203	-0.86977	-0.6382	-0.55544	-0.63523	-0.68259	-1.23282	-0.47914	0.08663	-0.61811	-0.53413	1.41111	0.81486	-0.83137	-0.69876	-0.33565	0.08548	-0.33954	-0.94282	-1.19806	-1.15806	-1.34916	-0.30588	-0.40239	-0.23492	-0.42977	-0.63697	-0.433	-1.00361	-1.29128	-1.45141	-1.25863	-0.87384	-0.78173	-0.80956	-0.83324	-1.09464	-0.82964	-0.44084	1.21841	2.61364	0.56525	-1.25204	0.10012	0.2403	-0.02077	1.55351	0.47864	0.09795	0
-0.85964	-0.66252	-0.10493	-0.3867	-0.12785	-0.57474	-0.31959	-0.53433	-1.18174	-0.56139	-0.7966	-1.59148	-1.482	-1.37023	-0.97262	-1.31866	-1.11342	-0.83133	-0.52875	-0.65199	-0.4521	0.99665	1.25362	0.86128	0.06155	-0.02599	-0.54855	-0.16874	0.57493	0.79988	0.36975	0.90303	1.90584	2.16512	1.82196	1.07773	0.16211	-0.48202	-0.28783	0.30781	0.21885	-0.34549	0.38173	0.0482	-0.53375	-0.7252	-0.8735	-0.78864	-0.96036	-0.23593	-0.22224	0.07056	1.18845	0.4875	-0.3937	0.8156	2.39907	0.11607	-0.03904	1.13153	0
0.1799	-0.49565	-0.43802	-0.12449	-0.13145	-0.10947	-0.60605	-0.20668	-0.86245	-0.86492	-0.66699	-1.41371	-1.14503	-1.21337	-0.98722	-0.90559	-0.95489	-1.26876	-1.76524	-1.55584	-1.01064	-0.03781	1.06975	1.103	0.78504	0.74752	0.62341	0.798	1.48981	1.12649	0.72724	0.51989	0.74756	1.22239	1.11885	0.48975	-0.37016	-0.9572	-0.85747	-0.26087	-0.52511	-0.53336	0.20187	-0.36743	-0.92154	-0.6804	-0.72054	-0.73416	-1.38591	-0.997	-1.03833	-1.16465	-1.06357	-0.67676	-0.5489	-0.33501	1.12001	0.81161	-0.45966	-0.47847	0
-0.7335	-1.09941	-0.63059	-0.71553	-1.02971	-0.9368	-1.91699	-1.11564	-0.83542	-1.19598	-0.91039	-1.41514	-1.09324	-0.62179	-0.66302	-0.73409	-0.83581	-1.10626	-1.48461	-1.75649	-1.83719	-1.20592	-0.72939	-0.34316	0.00889	0.47226	0.6401	0.96453	0.81842	0.64721	0.58285	0.37076	0.2212	0.52874	0.4713	0.03049	-0.9833	-1.40185	-1.20507	-1.10884	-0.92719	-0.60804	0.13136	-0.13936	-0.86812	-0.76626	-1.0414	-0.98249	-0.68779	-0.95309	-0.09733	-0.09552	0.38112	-1.14246	-0.77464	-1.11951	0.60147	-0.33216	-0.52437	0.11783	0
-0.87269	-0.51992	-0.60456	-0.07291	-0.17105	-0.42416	-0.40051	-0.55899	-0.87596	-0.92667	-0.58862	-1.14528	-1.71965	-0.67468	-0.11343	-0.75343	-1.09825	-1.0967	-1.31289	-1.34758	-1.46638	-0.6967	0.06565	0.08634	0.37104	0.50894	0.01117	0.26129	0.43507	0.26171	-0.09288	-0.49823	0.57323	2.03626	1.7934	1.08644	-0.08006	-0.11578	-0.27929	-0.28773	-0.08797	0.48069	1.3789	0.23951	-0.80085	-1.05968	-0.49168	-0.26634	-0.42357	-0.36034	1.16012	-0.23045	0.06952	-0.10148	-0.94395	0.25773	0.3422	-0.56401	-0.13611	0.85326	0
