1	2	3	4	5	6	7	8	9	C
-0.16643	-0.83009	0.51682	-0.51056	0.38612	0.18851	-0.1384	-0.35205	2.49378	0
0.20896	0.1006	0.55149	-0.19009	-0.90496	0.08118	0.03024	-0.35205	-0.58508	0
0.10688	-0.26678	0.47522	-0.53059	0.08917	0.11184	-0.08921	-0.35205	1.05698	0
2.73459	0.71289	0.70401	-1.47196	-1.39557	-0.73147	0.60643	-0.35205	0.44121	0
1.27256	-0.24228	0.75254	-1.31173	-0.85332	-0.5628	0.74696	-0.35205	-0.58508	0
0.20237	0.21081	0.46136	-0.43044	-0.73712	0.14251	-0.033	-0.35205	-0.58508	0
1.59196	0.38225	0.71787	-1.87255	-1.16318	-0.62414	0.77507	-0.35205	1.05698	0
0.29457	-0.25453	0.44749	-0.3303	-0.37562	0.15784	0.12861	-0.35205	0.54384	0
-0.09399	0.02712	0.12858	-0.51056	0.2441	0.08118	0.05132	-0.35205	-0.58508	0
0.00151	-0.32801	0.10778	-0.3303	0.25701	0.08118	0.07943	-0.35205	-0.58508	0
-0.19277	-0.24228	0.08698	-0.31027	0.42485	0.01985	0.04429	-0.35205	0.33858	0
-0.22241	-1.17297	0.01766	-0.31027	1.35443	0.09651	0.0724	-0.35205	1.87801	0
-2.04666	-0.51169	0.54455	-0.65076	0.42485	0.18851	-0.42649	-0.35205	2.59641	0
-0.0413	-0.65864	0.55149	-0.31027	0.38612	0.15784	-0.37028	-0.35205	-0.58508	0
-0.2718	0.08835	0.73174	-0.55062	0.43776	0.14251	-0.65134	-0.35205	-0.58508	0
-0.2718	-0.02186	0.67628	-0.51056	0.17954	0.11184	-0.4827	-0.35205	0.54384	0
0.22542	0.2353	0.64855	-0.67079	-0.01412	-0.54747	-0.1384	-0.35205	-0.58508	0
0.46251	0.49247	0.62081	-0.25018	-1.20191	-0.57814	-0.20164	1.03567	-0.58508	0
1.10462	0.12509	0.81493	-1.13147	-1.11153	-0.40947	0.40968	-0.35205	0.54384	0
1.28573	0.93332	0.78027	-1.33176	-1.67961	-0.76213	0.51508	-0.35205	-0.58508	0
1.10462	0.08835	0.73174	-1.09141	-0.8275	-0.48614	0.45887	-0.35205	0.13332	0
0.86424	0.34552	0.62775	-0.65076	-0.89205	-0.62414	0.31131	-0.35205	-0.58508	0
1.03876	-0.43822	0.66934	-1.1515	-0.55637	-0.47081	0.62751	-0.35205	1.15961	0
1.03876	-0.43822	0.66934	-1.1515	-0.42726	-0.47081	0.62751	-0.35205	1.15961	0
1.03876	-0.3525	0.62081	-1.09141	-0.58219	-0.40947	0.60643	-0.35205	1.05698	0
1.52611	-0.11983	0.62081	-1.25164	-0.85332	-0.57814	0.85236	-0.35205	-0.27719	0
-0.86452	1.77828	0.68321	0.59105	-1.00825	-0.51681	-1.12213	-0.35205	0.64646	1
0.03773	0.28429	0.82187	-0.35032	-0.89205	0.06585	-0.44757	-0.35205	2.69904	1
-0.80195	-0.38923	0.62775	0.15041	0.57978	0.26517	-0.79188	-0.35205	-0.58508	1
-0.67682	-0.08309	0.61388	0.25055	0.28283	0.17318	-0.74972	-0.35205	-0.58508	1
-0.79207	-0.47496	0.60695	0.19047	0.59269	0.34184	-0.74269	-0.35205	-0.58508	1
-0.81183	-0.47496	0.62081	0.13038	0.6056	0.29584	-0.70053	-0.35205	-0.58508	1
-0.63072	0.03937	0.64161	0.19047	-0.33689	0.24984	-0.65134	-0.35205	-0.58508	1
-0.68999	-0.49945	0.62081	0.19047	0.23119	0.17318	-0.64432	-0.35205	-0.58508	1
-0.7361	0.62717	0.57922	-0.39038	0.29574	-0.19481	-0.71458	-0.35205	0.85172	1
-0.81183	-0.71987	0.57922	0.91152	0.26992	0.29584	-0.6935	-0.35205	-0.58508	1
-0.80525	-0.67089	0.57922	1.35216	0.0117	0.29584	-0.6935	-0.35205	-0.58508	1
-0.80195	-0.1933	0.53069	-0.02986	0.67015	0.17318	-0.7708	-0.35205	-0.58508	1
-0.62743	0.00263	0.60002	-0.39038	0.20537	0.28051	-0.60216	-0.35205	-0.58508	1
-0.79866	-0.38923	0.57922	0.21049	0.28283	0.28051	-0.63729	-0.35205	0.33858	1
-1.40784	1.03128	0.2811	1.27205	-0.47891	0.92449	-1.31888	-0.35205	-0.58508	1
-0.69658	-0.0586	0.62081	0.09032	0.08917	-0.07215	-0.52486	-0.35205	-0.58508	1
-0.88098	-0.20555	0.55842	0.05026	0.77344	-0.17948	-0.65134	-0.35205	-0.58508	1
-0.63072	-0.00961	0.55842	0.15041	-0.00121	0.26517	-0.61621	-0.35205	0.44121	1
-0.71963	-0.4872	0.56535	0.07029	0.30865	0.15784	-0.5881	-0.35205	-0.58508	1
-0.64719	-1.05051	0.55149	0.85143	0.74762	0.20384	-0.61621	-0.35205	0.33858	1
0.01468	-0.58517	0.73174	-0.67079	-0.47891	0.21917	0.00213	-0.35205	1.67275	1
-0.76244	-0.62191	0.52375	0.0102	0.52814	-0.08748	-0.4827	-0.35205	-0.58508	1
-0.81842	-0.3525	0.50296	0.27058	0.78635	-0.6548	-0.39838	-0.35205	1.36486	1
-0.81183	-0.20555	0.45443	0.05026	0.57978	-0.16415	-0.51784	-0.35205	-0.58508	1
-0.68341	-0.85458	0.44749	0.09032	0.81217	0.26517	-0.50378	-0.35205	-0.58508	1
0.07724	-0.0586	0.51682	-0.02986	-0.50473	0.01985	-0.25083	-0.35205	-0.58508	1
0.01468	-0.47496	0.64855	-0.77094	-0.40144	0.21917	0.12159	-0.35205	0.95435	1
-0.30802	-1.47911	0.39203	-0.57065	1.16076	0.18851	-0.04003	-0.35205	1.87801	1
-0.48584	-0.90356	0.13551	0.53096	0.7218	0.35717	-0.29298	-0.35205	-0.58508	1
-0.08411	-0.54843	0.19098	-0.02986	0.34738	0.15784	-0.11732	-0.07049	-0.58508	1
-0.59779	-0.80559	0.11472	-0.00983	0.79926	0.11184	-0.11732	-0.13082	1.67275	1
-0.35083	-1.29543	0.02459	0.37073	0.28283	0.31117	0.19185	-0.35205	-0.58508	1
-0.05447	-0.96479	0.05232	-1.23161	1.49645	-0.22548	0.32536	-0.35205	1.46749	1
2.92558	0.48022	0.3227	-1.57211	-2.68665	-0.63947	1.88528	-0.35205	-0.58508	1
1.88832	0.51696	0.14938	-0.55062	-1.93783	-0.63947	1.28801	-0.35205	-0.58508	1
2.10236	-2.39755	-1.86115	0.87146	-0.5951	0.47983	3.00954	-0.35205	2.90429	1
4.24273	-3.27925	-1.86115	1.3121	-3.66787	0.12718	3.0517	5.98318	2.28852	1
5.12521	-1.35666	-1.86115	-0.89111	-3.21599	-0.57814	5.0824	-0.35205	1.87801	1
1.26926	1.25171	-1.86115	-0.89111	0.02461	-0.6088	1.80096	-0.35205	0.23595	1
-0.06106	0.38225	-1.86115	-1.7724	2.32274	-0.76213	1.42854	-0.35205	-0.58508	1
2.72471	-2.66696	-1.86115	-1.35179	0.7218	-0.76213	4.02138	-0.35205	-0.58508	1
2.97168	-2.92412	-1.86115	-1.39185	0.55396	-0.76213	4.21812	-0.35205	-0.58508	1
3.09681	-0.9403	-1.86115	-1.55208	-0.81459	-0.67013	3.82463	-0.35205	-0.58508	1
0.18262	0.06386	0.79414	-0.37035	-0.13031	0.11184	-0.52486	-0.35205	0.85172	1
0.03444	-0.37699	0.8912	-0.51056	-0.27233	0.15784	-0.37028	-0.35205	-0.58508	1
0.03114	0.00263	0.83573	-0.23015	-0.3498	0.01985	-0.47568	-0.35205	-0.58508	1
-0.02484	-0.20555	0.84267	-0.06992	-0.41435	0.08118	-0.4546	-0.35205	0.44121	1
-0.42327	0.38225	0.69014	0.73126	-0.76294	0.21917	-0.75674	-0.35205	-0.58508	1
-0.53852	-0.13207	0.66241	0.17044	-0.15614	0.23451	-0.65134	-0.35205	2.39115	1
-0.60767	0.18632	0.61388	0.05026	-0.25942	0.21917	-0.70053	-0.35205	-0.58508	1
0.02456	-0.1933	0.74561	-0.25018	-0.32398	0.12718	-0.3773	-0.35205	-0.58508	1
-0.57145	-0.58517	0.59308	0.3507	0.39903	0.21917	-0.65134	-0.35205	1.57012	1
-0.49242	-0.21779	0.59308	0.07029	0.2441	0.09651	-0.60216	-0.35205	-0.58508	1
-0.42657	0.08835	0.55149	0.53096	-0.16905	0.18851	-0.67945	-0.35205	-0.58508	1
1.12108	-0.25453	0.69014	-0.59068	0.1279	0.06585	-0.30704	-0.35205	-0.58508	1
0.11676	-0.58517	0.67628	0.23052	-0.18196	0.12718	-0.28596	-0.35205	0.64646	1
-0.55828	-0.57292	0.64161	-0.37035	0.1279	0.09651	-0.25083	-0.35205	-0.58508	1
0.80497	0.45573	-0.28046	-0.02986	-0.85332	-0.01082	0.62751	-0.35205	1.15961	1
0.76216	0.17407	-0.41218	0.45085	-0.60801	0.05051	0.43076	0.19097	1.15961	1
0.6041	0.70065	-0.92521	0.37073	-1.15027	-0.16415	1.1264	-0.35205	1.26224	1
1.12108	0.41899	-1.16093	-0.17006	-0.5951	-0.25615	1.53394	-0.35205	-0.58508	1
2.56007	0.35776	-1.86115	-0.17006	-1.82163	-0.47081	3.15007	-0.35205	0.44121	1
-0.07752	0.02712	0.89813	-0.53059	-0.20778	0.12718	-0.56702	-0.35205	-0.58508	1
-0.12033	0.37001	0.86346	0.19047	-1.08571	0.06585	-0.52486	-0.35205	0.95435	1
-0.08411	-0.09533	0.808	-0.39038	0.16663	0.03518	-0.5881	-0.35205	-0.58508	1
-0.15655	-0.26678	0.84267	-0.29024	-0.41435	0.08118	-0.36325	-0.35205	2.28852	1
-0.10057	-0.49945	0.77334	-0.73088	0.54105	0.09651	-0.40541	-0.35205	0.64646	1
-0.41339	-0.63415	0.64855	0.25055	0.39903	0.17318	-0.59513	-0.35205	-0.58508	1
-0.53523	-0.75661	0.57922	0.19047	0.91546	0.24984	-0.74269	-0.35205	-0.58508	1
-0.53523	-0.65864	0.60695	0.39076	0.63142	0.23451	-0.67945	-0.35205	-0.58508	1
-0.48254	-0.09533	0.59308	0.33067	-0.14323	0.28051	-0.59513	-0.35205	-0.58508	1
0.04761	-0.25453	0.65548	-0.75091	0.23119	0.11184	-0.38433	-0.17104	1.15961	1
-0.57474	-0.68313	0.57228	-0.00983	0.46358	0.28051	-0.51081	-0.23138	1.98064	1
-0.41998	-0.49945	0.54455	0.6912	0.08917	0.24984	-0.54594	-0.35205	-0.58508	1
-0.58133	-0.51169	0.3435	-0.43044	0.41194	0.12718	-0.10327	-0.35205	1.87801	1
0.00809	-0.68313	0.68321	-0.41041	-0.10449	0.18851	-0.19461	-0.35205	3.00692	1
-0.22241	0.29653	0.67628	-0.67079	0.15372	-0.59347	-0.25083	-0.35205	-0.58508	2
-0.74597	-0.09533	0.58615	-0.21012	0.02461	0.09651	-0.44054	-0.35205	-0.58508	2
-0.5484	-0.20555	0.61388	-0.13	0.06335	0.09651	-0.36325	-0.35205	0.44121	2
-0.63731	-1.5281	0.57922	-0.19009	0.30865	0.11184	-0.30001	-0.35205	-0.58508	2
-0.56487	-0.32801	0.53069	0.63111	-0.22069	0.15784	-0.40541	-0.35205	1.15961	2
0.95644	1.117	0.84267	-1.23161	-1.48595	-0.76213	0.37455	-0.35205	-0.58508	2
-0.18948	0.28429	0.66934	-1.59214	0.45067	-0.67013	-0.01895	-0.35205	-0.58508	2
-0.74597	0.01488	0.49602	-0.45047	0.05044	0.14251	-0.44757	-0.35205	-0.58508	2
-0.46937	-0.67089	0.62081	-0.27021	-0.05285	0.17318	-0.11732	-0.35205	-0.58508	2
-0.62743	-0.45046	0.49602	-0.37035	0.46358	0.03518	-0.26488	-0.35205	-0.58508	2
-0.59779	0.00263	0.48909	-0.3303	-0.01412	0.03518	-0.21569	-0.35205	-0.58508	2
0.93668	0.76187	0.74561	-1.73234	-1.11153	-0.59347	0.48697	-0.35205	-0.58508	2
-0.19936	0.14958	0.50296	0.15041	-0.78876	0.12718	-0.11732	-0.35205	-0.58508	2
-0.1335	0.11284	0.46829	0.37073	-0.91787	0.11184	-0.10327	-0.35205	0.33858	2
-0.01496	-0.09533	0.45443	0.19047	-0.65966	0.09651	0.02321	-0.35205	-0.58508	2
0.32092	0.28429	0.59308	-1.39185	-0.00121	-0.51681	-0.04705	-0.05037	1.87801	2
1.23304	0.95781	0.75947	-1.07138	-1.6667	-0.40947	0.12861	-0.35205	3.21218	2
-1.06209	0.73738	-0.00314	4.1162	-3.56459	1.8138	-2.1691	4.07256	-0.58508	3
0.25835	-0.83009	-0.57857	0.8314	0.05044	0.15784	0.79615	-0.35205	-0.58508	3
1.10133	-2.26285	-0.55777	0.23052	0.26992	-0.04148	1.72366	-0.35205	-0.58508	3
1.03547	-2.91188	-0.67563	0.23052	1.01875	0.12718	1.87122	-0.35205	-0.58508	3
0.43617	-0.9403	-1.86115	0.41079	1.41898	-0.17948	1.80798	-0.35205	-0.58508	3
-0.56157	-0.67089	-1.86115	0.77131	1.58682	0.72516	0.85236	-0.35205	-0.58508	3
0.51849	-0.16881	-1.86115	0.63111	0.4894	-0.04148	1.66042	-0.35205	-0.58508	3
1.75332	0.03937	-1.86115	0.27058	-0.55637	-0.27148	2.30688	-0.35205	-0.58508	3
-1.71408	-0.47496	-1.86115	3.19485	-2.80285	8.75961	-1.4032	-0.35205	-0.58508	3
-1.69761	-0.49945	-1.86115	3.1548	-2.51881	8.75961	-1.42428	-0.35205	-0.58508	3
0.67984	-0.03411	-1.86115	-0.08994	-0.51764	-0.25615	2.48957	-0.35205	-0.58508	3
0.72923	-0.68313	-0.74496	1.45231	-0.60801	0.40317	0.52211	0.13063	4.64898	3
0.9301	-0.53618	-1.63236	0.13038	0.95419	-0.5628	1.62529	-0.35205	2.28852	3
0.22542	0.72514	-0.2042	0.23052	-0.36271	-0.76213	0.43076	-0.35205	-0.58508	4
0.3308	0.46797	-0.19033	-0.51056	0.14081	-0.76213	0.57129	-0.35205	-0.58508	4
-0.02484	1.28845	-0.30819	0.3507	-0.3498	-0.76213	0.21293	-0.35205	-0.58508	4
0.0509	0.83535	-0.34285	0.43082	0.02461	-0.76213	0.25509	-0.35205	-0.58508	4
-1.77006	1.21497	-0.65483	0.19047	2.45184	-0.76213	-0.96052	-0.35205	-0.58508	4
0.16944	1.93748	-1.32038	0.59105	-0.19487	-0.76213	0.69777	-0.35205	-0.58508	4
0.26164	0.90882	-1.86115	1.29207	0.11499	-0.76213	1.35125	-0.35205	-0.58508	4
0.43617	1.4109	-1.86115	-1.7724	1.07039	-0.76213	1.59016	-0.35205	-0.58508	4
-2.37594	4.86423	-1.86115	-2.21305	3.56217	-0.76213	-1.62102	-0.35205	-0.58508	4
-2.32326	0.34552	0.35737	0.73126	0.20537	1.93646	-2.47827	2.04126	-0.58508	5
0.0048	1.117	0.39896	1.55245	-1.80872	1.47647	-2.22531	2.92618	-0.58508	5
1.5755	0.03937	0.45443	-0.43044	-0.3498	0.15784	-0.08921	-0.35205	-0.58508	5
1.35158	1.77828	-0.33592	1.23199	-3.08689	0.40317	0.56427	-0.35205	-0.58508	5
1.74014	2.91714	-0.59243	-0.27021	-2.8674	-0.28681	-0.2438	3.02674	-0.58508	5
-0.7361	0.57819	-0.6271	0.6912	0.57978	-0.76213	-0.20164	1.17645	-0.58508	5
-0.77232	1.76603	-1.86115	1.87292	0.81217	-0.76213	-0.1384	0.93511	0.33858	5
-0.70317	0.97005	-1.86115	2.69412	1.04457	-0.7008	0.05835	0.45242	0.33858	5
-0.38705	1.64358	-1.86115	1.11181	0.47649	-0.76213	-0.30001	2.84573	0.23595	5
-0.50559	1.4109	-1.86115	1.07175	0.82508	-0.76213	-0.30704	2.80551	0.13332	5
-0.96001	0.89658	-1.86115	2.4738	0.95419	-0.63947	0.07943	0.87477	-0.07194	5
-0.92379	0.56594	-1.86115	2.19339	0.74762	-0.54747	0.31833	1.27701	-0.48245	5
-0.36071	1.58235	-1.86115	1.79281	0.81217	-0.76213	-0.00489	0.97533	-0.58508	5
-1.00611	1.19048	-1.86115	2.43374	0.57978	-0.7008	0.08645	0.93511	-0.58508	5
-0.74927	1.96197	-1.86115	2.1333	0.51523	-0.68547	-0.08921	0.71388	-0.58508	5
-1.08185	2.13341	-1.86115	1.61254	1.09621	-0.76213	-0.43352	0.915	-0.58508	5
-0.60438	-1.78526	-1.86115	-0.51056	3.26522	3.37775	-0.01895	-0.35205	-0.58508	5
-1.06209	1.76603	-1.86115	1.95304	1.38025	-0.76213	-0.39838	0.77421	-0.58508	5
-0.58792	1.7048	-1.86115	1.09178	0.59269	-0.76213	-0.47568	3.08708	-0.58508	5
-0.72292	1.88849	-1.86115	1.6526	0.83799	-0.76213	-0.17353	0.99544	-0.58508	5
-0.34424	1.88849	-1.86115	0.71123	0.43776	-0.76213	-0.2438	2.76529	-0.58508	5
-0.63072	1.87625	-1.86115	0.85143	0.59269	-0.76213	-0.20164	2.42338	-0.58508	5
-0.01825	1.20273	-1.86115	0.75128	0.26992	1.39981	-1.7475	5.44016	-0.58508	5
-0.64719	1.17823	-1.86115	2.59398	0.25701	-0.76213	0.34644	0.73399	-0.58508	5
-0.70317	0.89658	-1.86115	2.87439	-0.05285	-0.63947	0.15672	1.7798	-0.58508	5
-0.49901	1.85175	-1.86115	1.09178	0.52814	-0.76213	-0.39136	2.84573	-0.58508	5
0.75228	1.16599	-1.86115	1.15187	0.99292	-0.76213	-0.36325	2.94629	-0.58508	5
-0.61097	1.19048	-1.86115	0.99164	1.23823	-0.76213	-0.33514	2.80551	-0.58508	5
-0.41339	1.00679	-1.86115	1.27205	0.91546	-0.76213	-0.23677	3.00663	-0.58508	5
