1	2	3	4	5	6	7	8	9	10	11	12	13	C
1.02162	-0.68599	0.92396	0.15123	1.06833	1.0464	1.3723	0.30651	0.22556	0.66511	0.75491	-0.05871	1.21657	0
1.46507	-0.66808	0.41365	-0.89681	0.57822	1.60563	1.9029	-0.3363	0.47016	1.57095	1.19241	0.2934	2.96311	0
0.78758	0.68357	0.70526	-1.28608	1.13835	0.64694	1.00187	-1.54157	0.12073	0.01808	0.01116	1.05398	0.31154	0
1.30494	-0.63228	-0.31536	-1.04653	1.83851	1.12629	1.14203	-0.97911	0.88948	0.25532	0.57991	1.54694	0.10513	0
-0.08699	1.31017	1.03331	-0.26798	0.15813	0.18357	0.38117	-0.89876	0.67982	-0.24073	0.31741	1.27933	0.07338	0
0.87381	-0.4264	-0.02375	-0.86686	0.08811	0.50314	0.8517	-0.73806	0.17315	-0.54268	0.66741	1.9554	0.91489	0
-0.18553	-0.65913	0.55946	-0.50753	-0.33199	0.29542	0.34112	-0.81841	-0.2287	-0.48661	0.57991	1.43427	0.85138	0
0.61513	-0.47115	0.88751	0.15123	-0.26197	0.37531	0.58139	-0.65771	0.12073	-0.66346	0.71116	1.70187	0.31154	0
0.06083	-0.25632	3.111	1.64844	1.69847	0.53509	0.65147	0.86897	0.57499	-0.63758	0.75491	0.82862	0.26391	0
0.47964	-0.50696	0.92396	-1.01658	-0.47202	0.88661	0.91177	-0.1756	-0.24617	-0.11133	-0.16384	0.85679	1.42298	0
0.36878	-0.55172	-0.82567	-0.74709	-0.402	0.16759	0.16091	-0.73806	-0.42089	-0.47798	0.27366	0.22298	1.70878	0
1.0709	-0.39059	1.58007	-0.02843	0.5082	1.0464	0.94181	0.06545	0.29545	-0.24073	1.27991	1.11032	0.53383	0
1.25566	-0.58752	-0.57051	-1.04653	-0.26197	0.56705	0.30107	-0.81841	0.67982	-0.15446	0.36116	1.37793	0.91489	0
0.89845	-0.74865	1.21557	0.89983	0.08811	1.12629	1.22213	-0.57736	1.37868	0.27689	1.01741	0.13847	1.70878	0
0.71368	-0.60543	-0.02375	-0.11826	0.43819	0.90259	1.16206	-1.13982	0.62741	0.79451	0.57991	0.37791	2.43915	0
0.83686	-0.45325	-0.02375	-0.6872	0.29816	0.19955	0.66149	0.46721	0.66235	-0.52543	1.19241	0.36383	0.77199	0
0.9354	-0.72179	1.21557	0.00151	2.2586	1.0464	0.71154	1.11002	-0.42089	0.14748	1.27991	0.54693	1.55	0
0.62745	-0.48011	1.03331	-0.14821	0.71825	0.0877	0.5013	-0.57736	-0.08893	-0.37014	0.62366	0.36383	1.10543	0
0.5905	-0.47115	0.1585	0.30095	0.01809	0.64694	0.95182	-0.81841	0.47016	0.01808	0.36116	1.20891	0.54971	0
0.34414	-0.62333	1.72587	-1.19625	0.71825	0.48716	0.65147	-0.1756	-0.40342	-0.1976	0.57991	0.23707	0.42269	0
0.06083	-0.61438	0.66881	-0.44765	-0.12194	0.24748	0.40119	-0.57736	-0.26364	-0.34857	0.71116	-0.14322	1.13718	0
0.08546	-0.74865	-0.97147	-1.19625	-0.12194	0.16759	0.61143	-0.65771	-0.38594	-0.58582	0.97366	0.1103	0.86726	0
1.50202	1.48025	0.523	-1.88496	1.97854	1.12629	1.01189	-1.30052	0.85454	0.01808	-0.29509	1.29342	0.04162	0
0.68904	-0.56067	-0.20601	-0.98664	1.20836	1.36596	1.26217	-0.1756	1.3088	0.46237	-0.03259	1.08215	0.15276	0
0.50427	1.34598	-0.89857	-0.20809	-0.68206	0.24748	0.65147	-0.73806	-0.19376	-0.33563	-0.20759	0.54693	0.91489	0
1.08321	-0.39954	0.81461	-1.34597	0.08811	1.52574	1.53248	-1.54157	0.19062	0.16042	-0.33884	1.33567	1.10543	0
0.29487	1.4713	-0.27891	-0.59737	0.22814	0.55107	0.60142	-0.3363	0.12073	-0.30112	-0.60134	0.54693	-0.21242	0
0.06083	-0.50696	-0.97147	-0.74709	0.5082	1.12629	0.97184	-0.65771	0.76718	-0.0078	-0.33884	1.03989	0.43856	0
1.4897	1.525	0.26785	-0.17815	0.78827	0.88661	0.62144	-0.49701	-0.5956	0.07847	-0.38259	1.01172	1.05779	0
1.69911	1.12219	-0.31536	-1.04653	0.15813	1.52574	1.14203	-0.73806	1.04672	-0.06819	0.36116	1.16666	1.01016	0
1.10785	-0.58752	-0.89857	-1.04653	0.08811	1.28607	1.36229	-1.22017	0.95937	0.44943	-0.20759	1.01172	0.75612	0
1.35421	-0.28318	0.12205	-0.20809	0.22814	0.72683	0.89175	-0.3363	1.37868	0.49257	0.49241	0.19481	0.99428	0
1.15712	-0.54277	-0.35181	-0.62731	0.57822	0.93455	1.51246	-0.3363	0.85454	1.65722	0.71116	0.68778	1.62939	0
0.06083	-0.54277	-1.19017	-2.12451	-0.54203	0.6789	1.24215	-1.54157	2.30467	0.92392	0.71116	0.42017	1.28008	0
1.02162	-0.61438	0.85106	-0.6872	-0.402	0.24748	0.96183	-1.13982	1.22144	0.23375	1.23616	1.06806	1.64527	0
1.00931	-0.52486	0.19495	-1.64541	0.78827	2.53237	1.71269	-0.3363	0.48763	0.85922	0.22991	0.91313	1.4071	0
0.94772	-0.39059	1.14266	-0.71714	1.06833	1.12629	0.7616	0.22616	0.15567	0.5357	0.75491	0.44834	1.99458	0
0.91076	-0.59647	-0.42471	-0.92675	1.27838	0.48716	0.87173	-1.22017	0.05084	0.34159	-0.16384	0.82862	0.99428	0
0.68904	-0.54277	0.34075	0.30095	1.13835	1.06237	0.75159	-1.30052	1.50098	0.51413	0.09866	0.58918	1.18481	0
1.50202	-0.56962	-0.24246	-0.95669	1.27838	1.44585	0.97184	-0.81841	0.76718	0.57021	-0.07634	0.98355	0.70848	0
0.35646	-0.32793	1.14266	-0.80697	0.15813	1.12629	1.2021	-0.41665	0.12073	0.4063	0.49241	0.32157	1.66114	0
0.88613	-0.81131	0.48655	-0.83692	0.57822	1.76542	1.64261	-1.38087	0.78465	0.75138	-0.29509	0.36383	1.70878	0
-0.77679	-1.24992	-3.66881	-2.6635	-0.8221	-0.50349	-1.46094	-0.65771	-2.04574	-1.34068	0.40491	-1.11506	-0.72051	1
-0.82606	-1.1067	-0.31536	-1.04653	0.08811	-0.39165	-0.94034	2.15459	-2.06321	-0.7713	1.27991	-1.32634	-0.21242	1
-0.44421	-0.87397	-1.26307	-0.80697	0.01809	-0.43958	-0.61998	1.35108	-1.69631	0.29846	0.09866	-1.43901	-0.9428	1
0.82454	-0.97243	-1.62758	-0.44765	-0.402	-0.31176	-0.23954	-0.3363	-1.50412	-0.54268	1.19241	-0.21364	-0.3712	1
-0.77679	-1.07985	-0.75277	-0.14821	-0.89211	1.9252	1.07195	-1.38087	0.48763	-0.2623	1.14866	0.36383	-1.03806	1
-1.02315	-0.7934	0.59591	-0.14821	0.29816	-0.6473	-0.27959	0.70827	-0.97998	-0.90933	2.15491	-0.53759	-1.24447	1
-0.77679	-1.00824	0.70526	-0.4177	-0.12194	0.19955	0.62144	0.06545	0.85454	-0.1976	1.01741	-0.439	-0.21877	1
0.13474	-1.18726	-2.42949	-1.34597	-1.52225	1.09433	1.15205	-0.81841	1.20397	0.10435	0.71116	0.80045	-0.77767	1
-0.77679	-1.04404	-1.62758	0.03146	-1.52225	-0.29578	-0.0293	-0.73806	-0.96251	-0.16309	0.71116	1.22299	-0.75226	1
0.41805	-1.24992	-0.02375	-0.74709	0.71825	0.37531	-0.7301	1.51178	-2.04574	-0.81443	0.27366	-0.96013	0.00987	1
-0.97388	-1.02614	-2.24724	-0.80697	3.5889	-0.71121	-0.75013	-1.78263	1.58834	-0.95247	1.41116	0.64552	-0.09175	1
-0.87533	-0.65018	-0.57051	0.27101	0.22814	-1.90958	-1.01042	0.06545	-0.2287	-0.8662	-0.22509	-1.11506	0.39093	1
1.05858	-0.7397	1.10621	1.64844	-0.96213	1.0464	0.83168	-1.22017	0.48763	-0.72385	1.76116	0.77228	-1.06982	1
0.60282	-0.60543	-0.46116	1.349	-0.89211	-0.66328	-0.18949	-0.73806	-0.97998	-0.56856	0.09866	0.23707	-0.87293	1
-0.01308	-0.59647	0.85106	3.14564	2.74871	1.60563	0.86171	-1.22017	0.64488	-0.73679	1.54241	1.25116	0.75612	1
-1.28182	-1.11565	-0.24246	0.45067	0.08811	1.73346	0.11086	-1.86298	0.10326	-0.79718	0.14241	0.73003	0.44174	1
-1.65136	-0.40849	-1.62758	-1.04653	-0.19195	-1.09469	-0.45979	-0.1756	-0.77032	-0.54268	1.19241	-0.66435	-1.01266	1
0.03619	-1.28573	-2.39304	-1.04653	-0.96213	-0.55143	7.31172E-4	-0.97911	-0.2287	-0.1976	1.01741	-0.18547	-1.12698	1
-1.42964	0.49559	-0.49761	-0.44765	0.85828	-0.91893	-0.71008	0.54756	-1.11975	-1.03874	0.01116	-0.12914	-0.78402	1
-0.82606	-1.20517	-1.51823	-1.40586	2.53866	-0.63132	-0.17947	-0.09525	2.0426	-0.71522	0.44866	-0.42491	0.00987	1
-0.3703	1.37283	0.12205	1.04956	0.08811	0.85466	0.52133	0.54756	0.62741	-1.07325	1.01741	0.73003	-0.90151	1
-1.23255	-1.26783	-1.33598	-0.14821	-0.96213	0.19955	0.23099	-0.49701	-0.28112	-1.10344	1.84866	0.71595	-1.48899	1
-0.34566	-0.47115	-0.60696	-0.20809	-0.96213	-0.15197	0.5013	-0.81841	0.31292	-0.49955	0.88616	0.74412	-0.10445	1
-1.13401	-1.07985	0.523	1.349	-1.52225	-0.47154	-0.44978	0.30651	-0.33353	-1.23285	1.54241	0.15256	-0.3712	1
0.06083	1.36388	-0.16956	0.89983	-1.03214	-1.03078	-0.43977	1.99389	0.05084	-0.11133	-0.51384	-0.84746	-0.73639	1
-1.42964	-1.29468	0.77816	-0.44765	-0.402	-0.15197	0.18094	-1.13982	1.32627	-0.8662	-0.73259	0.65961	-0.72051	1
-0.40725	-1.21412	-0.46116	-0.44765	-0.05192	-0.15197	-0.08937	-0.49701	-0.2287	-1.05168	1.19241	0.77228	-0.9428	1
-1.03547	-0.65018	-0.20601	0.98967	-0.68206	-0.82306	-0.33966	0.54756	-0.05399	-1.12501	1.62991	-0.49534	-0.7999	1
-1.66368	-0.59647	0.92396	1.94788	-0.8221	-0.59936	-0.41975	0.30651	-0.43836	-1.0603	1.76116	0.84271	-0.58714	1
-1.676	-0.24737	0.34075	0.63034	-1.10216	-0.55143	-0.33966	0.94932	-0.42089	-0.97403	0.18616	0.19481	-0.21242	1
-1.13401	-0.90082	-0.24246	1.22922	-2.08238	-0.15197	-0.43977	0.46721	-0.36847	-1.43127	0.49241	0.84271	-0.38708	1
-1.13401	-0.45325	-0.16956	-0.29793	-1.31221	-1.11067	-0.52987	1.27073	0.08579	-1.14658	0.53616	-0.48125	-0.84753	1
-1.23255	-0.7397	0.19495	0.75011	-0.96213	-1.35034	-0.78016	1.11002	0.06832	-0.62895	0.40491	0.05396	-0.9428	1
-0.38262	-0.72179	-0.38826	0.36084	-1.38222	-1.46219	-0.56992	1.75283	0.05084	-0.8662	0.01116	-0.77703	-0.7999	1
-0.87533	0.44189	-0.53406	-0.44765	-0.8221	0.24748	0.22098	-0.89876	0.69729	-1.25441	0.84241	0.96947	-1.45088	1
-1.70063	-0.31003	-0.31536	-0.44765	-0.12194	1.15824	0.23099	-1.54157	-0.42089	-0.77993	0.88616	0.49059	-1.27623	1
-0.65361	-0.73074	-0.60696	-0.14821	4.35908	0.32737	0.24101	-0.3363	2.95112	-1.0603	0.88616	0.0258	0.60369	1
-1.46659	-0.19366	1.36137	0.60039	2.39863	-1.11067	-1.04046	-1.78263	-0.05399	-1.10344	-0.03259	-0.49534	-0.38708	1
-0.87533	-0.82921	-1.40888	-1.04653	-1.03214	0.40727	0.47127	-0.57736	0.31292	-0.9309	1.19241	0.18073	-1.01266	1
-0.77679	-1.13356	-0.97147	-0.29793	-0.8221	1.95716	1.7227	-0.97911	0.62741	-0.24073	0.36116	0.22298	-0.27593	1
-0.87533	0.74623	-0.57051	-0.44765	-0.8221	0.88661	0.96183	0.70827	2.12996	-1.18971	2.02366	0.30749	-1.08252	1
-1.13401	-0.22947	-2.42949	-0.59737	-0.19195	-0.10404	0.14089	-0.81841	-0.33353	-0.75836	1.36741	0.49059	-0.11716	1
-0.49348	-0.89187	-1.70048	-0.29793	-0.8221	-1.35034	-0.67003	-0.57736	-0.42089	-1.12501	0.36116	0.22298	-0.58714	1
-0.81374	0.10173	0.34075	0.45067	-0.12194	0.42324	0.08082	-0.1756	-0.49077	-0.97403	-0.68884	1.08215	-0.9809	1
-1.45427	-0.55172	-1.77338	0.00151	-0.96213	0.32737	-0.38971	0.06545	-0.29859	-1.29324	-0.07634	-0.24181	-1.05394	1
-0.60434	-0.54277	-1.40888	0.30095	-1.03214	-0.15197	-0.10939	-0.3363	-0.19376	-0.91364	0.36116	1.34976	-0.23783	1
-0.7152	0.19125	-0.35181	0.75011	-0.68206	-0.98284	-0.18949	2.39565	-0.29859	-1.01717	-0.42634	0.96947	-1.37149	1
-0.9246	-0.54277	-0.89857	-0.14821	-1.38222	-1.03078	7.31172E-4	0.06545	0.06832	-0.71522	0.18616	0.78637	-0.75226	1
-0.34566	-0.52486	-0.31536	0.89983	-1.10216	-1.46219	-0.26958	0.94932	0.06832	-0.75836	-0.33884	-0.26998	-0.82212	1
-0.96156	-0.93663	-1.55468	-0.14821	-0.54203	0.10368	0.01074	0.22616	0.85454	-1.01717	-0.42634	0.5751	-1.38102	1
-1.71295	-0.88292	1.21557	0.15123	-0.402	0.71085	0.89175	-0.57736	1.57087	-1.03874	0.01116	0.91313	-0.21242	1
-1.89772	1.25646	-1.99209	0.00151	0.5082	1.41389	0.55136	-0.97911	3.47527	-0.9309	-0.90759	0.27932	-0.58714	1
-0.59202	0.08383	-0.71632	0.45067	-0.8221	0.40727	0.24101	-0.81841	-0.64802	-1.31912	-0.25134	0.23707	-1.33974	1
-1.52818	0.30762	2.01748	0.15123	0.22814	-0.87099	7.31172E-4	1.91354	-0.94503	-0.54268	1.19241	-0.15731	-0.44424	1
-1.95931	-1.42895	0.48655	0.45067	-0.8221	0.29542	-0.01929	0.46721	-0.26364	-0.85326	0.62366	-0.42491	-0.9936	1
-1.13401	-0.84711	0.48655	0.89983	-1.10216	0.42324	0.26103	0.54756	-0.96251	-0.9309	-0.12009	0.81454	-1.14921	1
-2.42739	-0.7397	-0.60696	0.60039	-1.03214	0.26346	0.14089	1.27073	0.73223	-1.36225	3.29241	0.36383	-1.07934	1
-1.45427	-0.7755	-1.37243	0.39079	-0.96213	-0.50349	-0.42976	-0.49701	-0.1064	-1.34068	-0.03259	1.01172	-0.7999	1
-0.7152	-0.65018	-0.64341	0.89983	0.57822	-0.47154	0.0608	-0.1756	0.03337	-1.29324	0.44866	0.49059	-1.27623	1
-0.28407	0.97897	-1.40888	-1.04653	-1.38222	-1.06273	-0.78016	0.54756	-1.32941	-0.71522	-1.12634	-0.69252	-1.19049	1
-1.23255	0.97897	-1.33598	-0.14821	-0.89211	-0.47154	-0.38971	0.06545	0.48763	-1.62969	-0.12009	0.61735	-0.58078	1
-1.91004	0.05698	0.19495	0.15123	-0.26197	0.9665	0.7616	-0.3363	0.41775	-0.77993	-0.68884	1.09623	-0.38708	1
-1.77454	-0.25632	3.14745	2.69648	1.34839	1.41389	3.05422	0.86897	0.48763	0.4063	-0.12009	1.51877	-0.89516	1
-0.7152	1.87411	1.32492	2.0976	0.15813	-0.15197	0.10085	0.54756	0.20809	-1.28461	-0.16384	0.71595	-1.21272	1
0.06083	3.10045	-0.86212	0.60039	-0.96213	0.51911	0.62144	-0.49701	0.73223	-1.0603	-0.99509	0.68778	-1.16508	1
-1.39268	1.76669	0.0856	0.45067	-1.24219	0.90259	1.00187	-1.22017	2.30467	-0.97403	-0.90759	1.44835	-1.16508	1
-1.14633	-0.15786	-0.71632	0.45067	-1.03214	0.48716	0.62144	0.06545	-0.42089	-0.99129	-0.42634	0.9413	-1.17143	1
-0.70288	-0.72179	-0.27891	0.60039	-0.96213	0.71085	1.12201	0.22616	0.31292	-0.48229	-1.17009	0.32157	-1.254	1
-1.49123	-0.18471	1.50717	2.69648	-0.54203	-0.26382	0.21097	1.75283	0.29545	-0.88776	0.05491	-0.24181	-0.89199	1
-0.77679	-0.63228	-0.24246	1.49872	-0.8221	-0.12002	0.42121	0.30651	0.54005	-1.26735	-0.29509	0.23707	-1.28575	1
-1.18328	1.75774	0.04915	0.75011	-1.38222	-0.31176	-0.27959	0.46721	-0.42089	-1.0603	-0.73259	-0.05871	-0.52998	1
-0.17321	-0.88292	-0.16956	-0.44765	1.55844	-1.25447	-0.78016	-1.22017	-1.13722	-0.41328	-0.86384	-1.86155	-0.3712	2
-0.14858	0.58511	0.12205	0.15123	0.29816	-1.59001	-0.81019	-0.97911	-1.32941	0.14748	-0.95134	-1.67845	-0.68875	2
-0.2348	-0.02359	0.12205	1.349	-0.12194	-1.82969	-0.94034	-0.73806	-1.32941	0.27689	-1.30134	-1.76296	-0.59349	2
-0.3703	1.08639	-0.02375	0.60039	0.43819	-0.95088	-0.83022	-1.54157	-1.31194	-0.02506	-0.77634	-1.86155	-0.46646	2
-0.60434	-0.98138	-0.42471	-0.59737	-1.03214	-0.47154	-1.45093	1.91354	-0.5956	0.16905	-0.90759	-1.55169	-0.30769	2
-0.49348	0.11069	-0.60696	-0.29793	-0.402	-1.07871	-1.37083	2.15459	-1.13722	0.88078	-0.99509	-1.4531	-0.16479	2
-0.9246	2.1337	0.63236	0.45067	-0.75208	-1.46219	-1.56105	1.35108	-1.38182	-0.52111	-0.90759	-1.88972	-0.0854	2
-0.5797	2.84086	0.99686	1.64844	-0.26197	-0.80708	-1.4309	2.15459	-0.85768	-0.02506	-0.60134	-1.29817	-0.73639	2
0.60282	1.12219	-0.64341	0.00151	-0.8221	-1.07871	-1.55104	1.75283	-1.24205	0.27689	-0.64509	-1.11506	-0.52998	2
-0.19785	0.55825	0.88751	1.349	0.08811	0.03977	-1.4309	1.35108	-1.36435	-0.05957	-0.29509	-0.65027	-0.49822	2
-0.08699	0.42398	1.21557	0.45067	-0.26197	-1.20654	-1.53102	1.35108	-1.46918	-0.1976	-0.82009	-0.42491	-0.46646	2
0.44268	0.2002	-0.0602	0.15123	-0.75208	-1.43023	-1.53102	0.06545	-1.66137	0.23375	-1.12634	-0.19956	0.10513	2
0.63977	0.74623	1.28847	1.19928	-0.19195	-1.19056	-1.51099	1.11002	-1.81861	-0.30544	-0.29509	-0.77703	-0.72051	2
0.76295	2.33958	-0.0602	0.15123	-0.54203	-0.47154	-1.23067	0.86897	-0.99745	-0.28387	-0.20759	-0.79112	-0.62524	2
-0.9246	1.38178	-0.60696	-0.29793	0.85828	-1.46219	-1.2507	-0.57736	-0.78779	1.35959	-1.34509	-0.86154	0.3433	2
0.19633	1.10429	-0.78922	0.45067	0.15813	-1.27045	-1.48096	0.54756	-0.50825	-0.45641	-1.56384	-1.31225	0.26391	2
1.08321	2.42014	-0.49761	0.15123	-1.38222	-2.10132	-1.6912	0.30651	-1.59148	-0.06819	-1.65134	-1.80522	-1.05394	2
-0.16089	2.03523	0.41365	0.60039	-0.96213	-0.95088	-1.38085	0.86897	-1.27699	1.11803	-1.82634	-1.05873	-0.38708	2
0.39341	0.80889	0.04915	0.60039	-0.54203	-0.58339	-1.27072	0.70827	-0.5956	1.45017	-1.78259	-1.39676	-0.30769	2
0.09778	1.39968	-0.02375	0.60039	0.9283	-1.41425	-0.64	-0.1756	-0.78779	1.8729	-1.69509	-1.80522	-0.62524	2
0.61513	0.70148	0.92396	1.349	1.62846	-1.43023	-0.45979	-1.13982	-0.5956	1.52781	-1.60759	-1.84747	-0.78402	2
-0.25944	0.29866	0.41365	0.75011	0.85828	-1.30241	-0.67003	-0.97911	-0.57813	2.47679	-2.08884	-1.60803	-0.84753	2
0.13474	-0.39059	1.39782	1.79816	1.13835	-0.15197	-0.75013	-0.81841	-0.05399	0.88078	-1.52009	-1.80522	-1.02218	2
0.28255	0.8626	-0.31536	-0.29793	-0.12194	-0.7911	-1.20064	1.99389	0.48763	2.35601	-1.73884	-1.55169	-0.2283	2
-0.51811	-0.93663	-0.97147	0.15123	0.22814	-1.30241	-1.45093	1.35108	-0.33353	1.09646	-1.65134	-1.49535	-0.33944	2
0.20864	2.55441	-0.16956	0.75011	-0.47202	-0.88697	-1.40087	1.99389	-0.07146	1.22587	-1.56384	-1.59394	-0.06952	2
1.03394	1.59661	0.04915	0.00151	-0.75208	-0.7911	-1.20064	0.94932	-0.05399	1.70467	-1.69509	-1.36859	-0.84753	2
-0.67825	0.62091	0.99686	2.24732	-0.19195	-0.63132	-1.45093	2.15459	-0.78779	1.05333	-1.25759	-1.24183	0.42269	2
1.64984	-0.58752	1.21557	1.64844	-0.12194	0.80672	-0.72009	1.35108	1.93777	3.42577	-1.69509	-0.91788	-0.27593	2
0.5905	-0.59647	0.99686	0.89983	-0.75208	0.48716	-0.93033	1.27073	1.22144	2.88658	-1.69509	-1.1714	-0.40295	2
-0.78911	1.33702	0.04915	0.45067	-0.8221	0.00781	-1.11054	1.11002	-0.96251	1.11803	-1.73884	-1.4531	-0.72051	2
0.84917	0.8268	0.63236	0.15123	0.5082	-0.74317	-1.47095	1.11002	-1.38182	0.35453	0.01116	-1.11506	-0.21242	2
-0.18553	0.83575	0.77816	0.75011	0.43819	-1.03078	-1.4309	1.91354	-1.10228	0.22513	-0.38259	-0.70661	-0.56173	2
-0.05003	0.99687	-0.0602	-0.29793	0.43819	-1.44621	-1.33079	0.30651	-1.13722	0.09572	-1.21384	-1.21366	-0.2283	2
0.96004	0.37923	-0.24246	0.75011	-0.68206	-1.51012	-1.35081	0.38686	-0.97998	1.95054	-1.12634	-1.31225	-0.41883	2
0.89845	1.81145	-0.38826	0.89983	-0.8221	-1.62197	-1.56105	1.27073	-0.77032	0.67373	-0.77634	-1.21366	-0.72051	2
0.55354	1.22066	0.85106	1.04956	0.78827	-0.95088	-1.11054	0.54756	-0.2287	2.42503	-0.47009	-1.48127	-0.16479	2
-0.22248	0.92526	-0.24246	0.00151	-0.8221	-1.30241	-1.37083	0.30651	-1.08481	2.24386	-1.03884	-1.21366	-0.19654	2
0.71368	0.2181	1.17912	1.49872	0.36817	-1.19056	-1.19063	0.22616	-0.08893	1.5537	-0.95134	-1.14323	0.00987	2
0.49195	2.02628	1.79878	1.64844	0.85828	-0.50349	-1.07049	-0.73806	-0.84021	1.48468	-1.25759	-0.97422	-0.3712	2
-0.98619	0.62091	-0.16956	-0.14821	-0.26197	-1.66991	-1.54103	0.30651	-1.50412	0.19062	-1.30134	-1.10098	-0.75226	2
-0.28407	0.04803	-0.31536	0.00151	-0.96213	-1.44621	-1.52101	0.94932	-1.66137	2.08857	-1.69509	-1.38267	-0.87928	2
1.42812	0.15544	0.41365	0.15123	-0.61205	-0.98284	-1.33079	0.62791	-0.61307	2.0023	-1.47634	-1.27	-0.27593	2
0.87381	2.96618	0.3043	0.30095	-0.33199	-0.98284	-1.42089	1.27073	-0.92756	1.1396	-1.38884	-1.22774	-0.02189	2
0.49195	1.40864	0.41365	1.04956	0.15813	-0.7911	-1.28073	0.54756	-0.31606	0.96706	-1.12634	-1.48127	0.00987	2
0.33182	1.73984	-0.38826	0.15123	1.41841	-1.12665	-1.3408	0.54756	-0.42089	2.21798	-1.60759	-1.48127	0.27979	2
0.20864	0.22705	0.0127	0.15123	1.41841	-1.03078	-1.35081	1.35108	-0.2287	1.82976	-1.56384	-1.39676	0.29566	2
1.39116	1.57871	1.36137	1.49872	-0.26197	-0.39165	-1.27072	1.59213	-0.42089	1.78663	-1.52009	-1.42493	-0.59349	2
