1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	C
0.34794	0.72062	0.05024	0.76738	-0.65053	0.91323	-0.75384	0.9627	-1.26571	0.92958	-1.14897	0.90249	-1.23699	0.86233	-1.44272	0.82578	-1.33087	0.54189	-1.32147	0.60633	-1.4889	0.44443	-1.41819	0.28098	-1.61279	-0.1347	-1.44623	0.04269	-1.59229	-0.07446	-1.72738	-0.22847	-1.93463	1
0.34794	0.72062	-1.32856	0.76738	-2.42158	0.91323	-2.14952	0.9627	0.37372	0.92958	-1.14432	0.96305	1.83196	1.00462	-2.33683	1.00005	-0.58363	1.0229	-1.7569	1.08769	1.91387	1.05591	2.00473	1.04394	-0.6641	0.88794	-1.01434	1.0793	-1.91367	1.13299	-1.93975	1.24485	-2.16613	0
0.34794	0.72062	-0.47013	0.76738	-0.47217	0.91321	-0.52104	0.9627	-0.7732	0.82408	-1.02371	0.89451	-0.79064	0.9084	-0.90593	0.91083	-0.5585	0.86541	-0.78949	0.85882	-0.929	0.77413	-0.86224	0.76872	-0.787	0.42735	-0.9348	0.4841	-1.29934	0.58554	-1.24924	0.56998	-1.46634	1
0.34794	0.72062	-2.06459	0.76738	0.23201	0.61874	-0.99533	0.9627	-0.62467	0.92958	0.39697	0.96305	-0.03171	1.00462	-0.47735	1.00005	-2.00576	1.0229	-1.88022	0.46179	0.28897	1.05591	1.2909	1.04394	-0.19456	0.88794	0.77956	1.0793	-1.25407	1.13299	1.7292	1.24485	-0.43289	0
0.34794	0.72062	0.06666	0.76738	-0.17727	0.91323	-0.33604	0.9627	-0.19367	0.92958	0.08381	0.96305	0.22201	1.00462	0.12374	1.00005	0.21988	1.0229	0.56811	1.08769	0.84777	1.05591	0.90037	1.04394	0.53396	0.88794	0.79445	1.00295	1.01249	1.13299	0.64005	1.24485	0.96648	1
0.34794	-0.26526	-2.22985	0.76738	0.3281	-1.18805	-2.14952	0.9627	-2.44155	-0.0698	-2.33428	-0.64418	-0.18876	-2.05898	-0.90272	-1.22772	0.08021	1.0229	-1.88022	-0.55212	-0.01601	-0.60036	0.10884	-0.96579	1.9539	-0.27919	0.60824	-0.65715	0.05494	1.13299	0.45889	-0.66843	-0.03092	0
0.34794	0.71349	0.046	0.76738	-0.27831	0.86879	-0.18124	0.88602	-0.32701	0.9167	-0.15553	0.79145	0.0203	0.91595	-0.04023	0.81897	0.23113	0.80102	0.21256	0.78651	0.2123	0.78541	0.38264	0.72116	0.40375	0.49035	0.37438	0.71656	0.35769	0.73267	0.31757	0.68887	0.22563	1
-2.8659	-1.28859	-0.10052	-3.0798	-2.42158	0.91323	1.6911	-2.98156	1.69196	-2.61968	1.70762	0.96305	-2.20948	1.00462	2.02646	-2.23609	-2.00576	-2.17062	1.97278	1.08769	-1.94589	-2.25662	2.00473	-2.41358	2.10658	0.88794	-1.69167	-2.39361	2.02354	-2.36667	-1.93975	1.24485	-2.16613	0
0.34794	0.05889	-0.04325	0.1254	-0.14231	0.0444	0.13106	-0.83636	0.32957	0.28399	-0.06817	0.3539	0.0999	0.67738	0.08427	0.3265	0.37267	-0.34401	0.84046	0.33154	0.39556	0.2513	0.53778	0.15947	0.60655	-0.15492	0.57401	0.09704	0.55311	0.09469	0.50959	1.24485	0.67447	1
-2.8659	0.72062	-2.36586	-1.15621	-0.25149	-1.1166	-0.22921	0.9627	1.69196	0.92958	-2.33428	-1.79938	1.83196	-0.52718	-0.15519	-2.23609	2.02032	1.0229	1.97278	-2.19192	1.91387	1.05591	1.17527	-2.41358	2.10658	0.88794	1.94452	1.0793	-1.91367	1.13299	1.95452	1.24485	2.1043	0
0.34794	0.72062	-0.11438	0.76738	-0.4649	0.91323	-0.37609	0.9627	-0.59398	0.92958	-0.53711	0.96305	-0.98673	1.00462	-0.49587	0.87261	-0.63456	0.80691	-0.61901	0.95147	-0.86655	0.99065	-0.77969	0.73058	-0.65396	0.55243	-0.64137	0.6588	-0.69768	0.79087	-0.78266	0.75417	-0.9926	1
-2.8659	0.72062	2.16482	-1.15621	-0.25149	-1.1166	-0.22921	-2.98156	-2.44155	-0.84505	-0.31333	-0.64418	-0.18876	-2.05898	-2.33683	-2.23609	-2.00576	-2.17062	1.97278	-2.19192	1.91387	-0.60036	0.10884	-0.68482	0.14	0.88794	-1.69167	-2.39361	2.02354	-2.36667	1.95452	-2.58171	2.1043	0
0.34794	0.64168	0.06005	0.76738	-0.15826	0.91323	-0.05037	0.76882	-0.48111	0.73904	-0.26119	0.69384	-0.31288	0.81366	0.05929	0.62052	0.01292	0.627	-0.05572	0.52952	-0.16857	0.46227	-0.00357	0.2777	-0.01153	0.0753	0.08634	0.20524	0.03031	0.281	0.00709	0.32837	-0.0348	1
-2.8659	-3.2978	2.16482	-1.15621	-0.25149	-1.1166	-0.22921	-2.98156	1.69196	0.92958	1.70762	-0.64418	-0.18876	-0.52718	-0.15519	1.00005	-2.00576	-2.17062	1.97278	1.08769	1.91387	-0.60036	0.10884	-2.41358	-1.82659	0.88794	-1.69167	1.0793	2.02354	-2.36667	1.95452	-0.66843	-0.03092	0
0.34794	0.72062	-0.24056	0.76738	-0.18765	0.91323	-0.32774	0.9627	-0.41008	0.92958	-0.5503	0.71382	-0.29388	0.90339	-0.29913	0.5012	-0.14126	0.47571	-0.34609	1.00422	-0.62504	0.73877	-0.49129	0.78345	-0.54513	0.35577	-0.40399	0.61209	-0.70447	0.3343	-0.5044	0.56003	-0.87405	1
0.34794	0.72062	1.2093	0.76738	-2.42158	0.91323	-2.14952	0.9627	-2.44155	0.92958	-2.33428	0.96305	-2.20948	1.00462	-2.33683	1.00005	-2.00576	1.0229	-1.88022	1.08769	-1.2279	1.05591	-1.78706	1.04394	-1.82659	0.88794	-1.69167	1.0793	-1.91367	1.13299	-1.93975	1.24485	-2.16613	0
0.34794	0.72062	-0.29792	0.76738	-0.62611	0.64194	-1.79962	0.86048	0.88702	0.84925	-1.14964	0.778	-0.83006	0.81983	-0.66641	0.69344	-1.24443	-0.37834	-1.88022	0.92837	0.1973	0.43244	-1.38033	0.27272	-1.48968	-0.11678	-1.44774	0.04872	-1.71039	-0.03968	-1.78647	-0.92368	-2.16613	1
-2.8659	-3.2978	-2.36586	-1.15621	-0.25149	-3.14642	1.6911	0.9627	-1.14983	-0.84505	-0.31333	-0.64418	-0.18876	-0.52718	-0.15519	1.00005	-2.00576	-2.17062	-1.88022	1.08769	-1.94589	-0.60036	0.10884	1.04394	-1.82659	-2.98649	1.94452	-2.39361	-1.91367	-0.61684	0.00739	-2.58171	2.1043	0
0.34794	0.72062	0.08932	0.76738	0.12582	0.91323	-0.48476	0.92665	0.95867	0.92958	0.65479	0.96305	1.00575	1.00462	1.3885	1.00005	1.67361	1.0229	1.87837	1.08769	1.91387	1.02348	2.00473	0.89913	2.10658	0.57603	1.94452	0.6421	2.02354	0.50932	1.95452	0.33564	2.1043	1
-2.8659	-3.2978	-2.36586	0.76738	1.9186	0.91323	-2.14952	-2.98156	1.69196	0.92958	-2.33428	-2.25142	-2.20948	-0.52718	-0.15519	1.00005	2.02032	-2.17062	-1.88022	1.08769	-1.94589	1.05591	-1.78706	1.04394	2.10658	0.88794	-1.69167	1.0793	-1.91367	-2.36667	1.95452	1.24485	-2.16613	0
0.34794	0.72062	-0.42301	0.76738	-0.60426	0.91323	-0.68348	0.9627	-0.53009	0.92958	-0.81877	0.96305	-0.7174	1.00462	-0.6346	1.00005	-0.76987	1.0229	-0.84303	1.08769	-0.70149	1.05591	-1.02227	1.04394	-0.79695	0.86508	-0.77693	1.0793	-1.43766	1.13299	-1.46778	1.24485	-1.83383	1
0.34794	0.72062	-2.36586	0.76738	1.9186	0.91323	-2.14952	0.9627	-2.44155	0.92958	-2.33428	0.96305	-0.22594	1.00462	-2.33683	1.00005	2.02032	1.0229	-1.60247	1.08769	1.91387	1.05591	-1.78706	-0.68482	0.14	0.88794	1.94452	1.0793	-1.50304	1.13299	1.95452	1.24485	2.1043	0
0.34794	0.48369	-0.43214	0.64058	-0.49144	0.75287	-0.5451	0.7321	-0.72689	0.72483	-0.95617	0.72629	-0.82454	0.73067	-0.93892	0.68745	-0.66974	0.62759	-0.8596	0.60485	-0.92601	0.49526	-0.84072	0.37486	-0.80566	0.05114	-0.86678	0.21418	-1.12335	0.20689	-1.10982	0.13876	-1.27118	1
0.34794	0.14303	-0.1593	-0.36202	-0.75206	0.87302	-0.41112	0.95696	-0.58635	0.92958	-0.53464	0.30352	1.83196	0.75533	-2.33683	0.71317	-0.35231	0.71569	-0.49809	-0.97705	1.77357	0.25979	0.21227	0.44739	-0.26103	0.75474	-0.62458	0.4509	-0.37621	0.8904	-1.69352	-1.11204	-2.16613	0
0.34794	0.72062	-0.46068	0.23482	0.34932	0.57715	-1.35044	0.9627	-0.95776	0.92958	-1.32103	0.641	-0.4419	0.64981	0.16416	1.00005	0.79915	1.0229	0.55854	1.0279	-0.0525	0.93333	-1.62283	1.04394	0.43111	0.88794	-0.08415	1.0793	-0.16415	1.13299	1.04661	1.24485	-1.26417	1
0.34794	0.04072	-2.36586	0.76738	1.9186	0.91323	-1.52198	0.58588	-1.21071	0.92958	-2.33428	0.96305	-1.99478	1.00462	1.44599	-0.33342	1.43617	1.0229	1.54965	1.08769	1.62956	1.05591	-1.78706	1.04394	1.81862	0.88794	-0.0294	1.00953	-0.65868	1.13299	1.27824	1.24485	0.71068	0
0.34794	0.72062	-0.09071	0.76738	-0.27773	0.91323	-0.28605	0.9627	-0.51976	0.89123	-0.43976	0.96305	-0.321	0.96266	-0.32791	0.87968	-0.2678	0.93004	-0.22973	1.08095	-0.29098	0.97003	-0.14834	0.86188	-0.27006	0.67614	-0.19918	0.83002	-0.31028	0.84912	-0.38401	0.93618	-0.47432	1
-2.8659	0.72062	2.16482	0.76738	-2.42158	-1.1166	-0.22921	-1.00943	-0.3748	-2.61968	-2.33428	-0.64418	-0.18876	-0.52718	-0.15519	-2.23609	2.02032	1.0229	1.97278	-2.19192	1.91387	-2.25662	2.00473	1.04394	-1.82659	0.88794	1.94452	-2.39361	2.02354	1.13299	1.95452	-0.66843	-0.03092	0
0.34794	0.54463	-0.00204	0.65564	-0.20201	0.80575	-0.12657	0.83613	-0.34749	0.78603	-0.18504	0.84679	0.05508	0.88281	-0.01968	0.82043	0.26338	0.76333	0.32445	0.77585	0.21266	0.67565	0.37847	0.6248	0.3622	0.37555	0.36791	0.49563	0.35613	0.62423	0.21678	0.58014	0.2135	1
0.34794	0.72062	-0.04477	0.76107	-0.146	0.8634	-0.09204	0.20826	-2.44155	0.77051	-0.08805	0.77761	0.89515	0.73007	0.15323	0.62674	0.31304	1.0229	0.83621	0.5277	0.29993	0.39569	0.42196	0.25642	0.46232	-0.10262	0.41767	0.09788	0.35881	0.05426	0.29317	1.24485	2.1043	0
0.34794	0.72062	0.04759	0.76738	0.19872	0.91323	0.27547	0.82566	0.29097	0.69485	0.47563	0.56886	0.82325	0.69144	0.98627	0.44916	1.23032	0.34618	1.25996	0.23183	1.27962	0.07131	1.41397	-0.0904	1.55755	-0.51243	1.44247	-0.32209	1.44639	-0.41785	1.42272	-0.53469	1.49456	1
0.34794	-3.2978	-2.36586	0.76738	1.9186	0.91323	-0.50525	-1.00943	-0.3748	-2.61968	1.70762	0.96305	1.83196	-0.25273	-2.33683	-2.23609	-2.00576	-0.43414	-1.88022	1.08769	-1.94589	-2.25662	2.00473	-2.41358	-1.82659	0.88794	-1.69167	-2.39361	-1.91367	1.13299	1.95452	-0.66843	-0.03092	0
0.34794	0.53842	0.09863	0.50824	0.115	0.91323	0.08952	0.07893	1.03378	0.40087	0.42874	-0.38243	0.67487	0.35544	0.85025	0.20828	1.00611	-0.06866	0.29609	0.06812	1.03504	-0.08238	1.16724	-0.25512	1.25165	-0.68845	1.15556	-0.43775	1.15934	-0.49563	1.0795	-0.43622	1.41545	1
0.34794	-2.58023	-2.36586	0.76738	1.54658	0.91323	-2.14952	0.9627	-0.85827	0.92958	1.63003	0.96305	-0.95015	1.00462	-2.33683	1.00005	0.28586	1.0229	-1.88022	1.08769	-0.08149	-1.99636	2.00473	0.24439	1.82564	0.88794	1.94452	1.0793	-1.91367	1.13299	-1.93975	1.24485	-2.16613	0
0.34794	0.70103	-0.23157	0.7634	-0.5338	0.88609	-0.60232	0.95035	-0.90891	0.80071	-0.92224	0.84494	-0.95593	0.84856	-1.11066	0.75608	-1.04079	0.82224	-1.05327	0.74359	-1.17083	0.63729	-1.1162	0.49561	-1.20671	0.2147	-1.20395	0.40226	-1.42846	0.34123	-1.55574	0.27281	-1.80838	1
-2.8659	-1.28859	-0.10052	-1.15621	-0.25149	-1.1166	-0.22921	0.9627	1.69196	0.92958	1.70762	-0.64418	-0.18876	-0.52718	-0.15519	-1.2248	-2.00576	-2.17062	-1.88022	-0.55212	-0.01601	-0.60036	0.10884	-2.41358	-1.82659	-2.98649	-1.69167	-2.39361	2.02354	1.13299	0.00739	-0.66843	-0.03092	0
0.34794	0.72062	-0.18501	0.76738	-0.41171	0.90513	-0.44119	0.95951	-0.58005	0.91079	-0.5925	0.9096	-0.62716	0.93244	-0.70276	0.85824	-0.6852	0.8725	-0.57312	0.92356	-0.68551	0.85507	-0.60484	0.80559	-0.70544	0.56195	-0.65757	0.75689	-0.78355	0.74661	-0.92679	0.76873	-1.10177	1
0.34794	0.61208	-0.16134	-3.0798	0.31558	-1.85531	0.45517	0.35643	-1.68568	0.92958	-0.38109	-1.1106	-0.19988	-1.3674	0.18192	0.86933	-0.92415	1.0229	-0.92513	-1.03971	-0.62304	-1.82374	0.81716	0.76512	-0.77907	-0.03789	-0.93043	1.0793	-1.15365	-0.78542	0.4061	-0.78546	0.86401	0
0.34794	0.68377	-0.08072	0.73089	-0.33434	0.8638	-0.33865	0.88277	-0.51887	0.91191	-0.40441	0.87808	-0.4131	0.90304	-0.43422	0.90648	-0.22589	0.69847	-0.3236	0.89541	-0.35156	0.82829	-0.24644	0.8449	-0.24721	0.53562	-0.25785	0.70676	-0.41485	0.72897	-0.4423	0.75358	-0.54128	1
0.34794	-1.28859	-0.10052	0.76738	0.87097	-1.1166	-0.22921	-0.79267	-2.44155	-0.84505	-0.31333	-0.64418	-0.18876	-2.05898	-0.64418	-1.51946	-1.66952	0.65469	1.26281	-0.55212	-0.01601	0.28489	0.78506	-2.24592	1.02158	0.88794	-1.69167	-2.39361	1.66079	-0.61684	0.00739	-0.66843	-0.03092	0
0.34794	0.40184	-0.51648	-0.31668	-0.18814	0.77969	-0.23434	0.725	-0.08969	0.59455	-0.34948	0.77917	0.92245	0.87769	-1.40932	0.59553	-0.58697	0.81015	-0.34102	1.08769	1.91387	0.17163	-0.20001	0.8722	0.08536	0.75927	0.10537	0.41219	-0.58088	0.86112	-0.49314	1.1171	-0.06134	1
-2.8659	0.72062	2.16482	0.76738	-2.42158	-1.1166	-0.22921	-1.00943	-0.3748	0.92958	1.70762	0.96305	1.83196	-2.05898	-2.33683	1.00005	-2.00576	-2.17062	1.97278	-0.55212	-0.01601	1.05591	-1.78706	1.04394	-1.82659	0.88794	1.94452	-2.39361	-1.91367	-0.61684	0.00739	-0.66843	-0.03092	0
0.34794	0.72062	2.16482	0.76738	1.9186	0.73075	1.6911	-1.54132	1.69196	-2.32069	1.70762	-2.25142	1.83196	-2.05898	1.42707	-2.23609	-1.15583	-2.17062	-0.76385	-2.19192	-1.94589	-1.47549	-1.78706	0.8713	-1.82659	0.88794	-1.69167	1.0793	-1.91367	1.13299	-0.668	1.24485	0.7131	1
0.34794	-2.65355	-2.36586	-3.0798	1.9186	0.91323	0.98667	-0.94011	-2.44155	-2.61968	-2.33428	0.96305	1.83196	0.83126	-2.33683	-2.23609	2.02032	0.76487	1.97278	1.08769	-1.94589	-2.25662	-1.78706	-1.01079	2.10658	0.88794	-1.69167	-2.39361	-1.91367	-2.36667	1.95452	1.24485	0.68675	0
0.34794	0.6334	0.08395	0.71904	-0.37447	0.85568	-0.39213	0.88573	-0.5104	0.83583	-0.28748	0.8897	-0.52814	0.92208	-0.58054	0.99406	-0.64229	0.8687	-0.64537	0.94713	-0.54318	0.8926	-0.45627	1.04219	-0.66133	0.64083	-0.50238	0.94141	-0.54783	0.85216	-0.75318	0.90363	-0.91005	1
0.34794	-1.12116	-0.5691	-3.0798	1.9186	-3.14642	1.6911	0.40804	0.60015	-2.30279	-1.58093	-2.25142	-2.20948	-2.05898	2.02646	-0.66257	1.19803	-1.24631	-0.76502	-1.77587	-1.94589	-2.25662	-0.77846	-2.41358	0.60824	0.88794	-1.69167	-2.39361	-0.71112	-2.36667	-1.93975	-2.58171	1.28134	0
0.34794	0.72062	-0.15169	0.76738	-0.34901	0.91323	-0.35752	0.9627	-0.55665	0.92958	0.8219	0.96305	-0.44616	1.00462	-0.472	1.00005	0.65965	1.0229	-0.29353	1.07923	-0.3817	0.98305	-0.27188	1.04394	-1.67485	0.64153	-0.26979	0.78272	-0.38544	0.75641	-0.43588	0.74724	-0.52161	1
-2.8659	-3.2978	2.16482	0.76738	-2.42158	-3.14642	1.6911	-1.00943	-0.3748	0.92958	1.70762	-2.25142	-0.56765	1.00462	2.02646	-2.23609	-2.00576	1.0229	-1.88022	-2.19192	-1.94589	1.05591	2.00473	1.04394	-1.82659	0.88794	1.94452	1.0793	2.02354	-0.61684	0.00739	-2.58171	-2.16613	0
0.34794	0.72062	0.03114	0.66206	-0.09051	0.91225	0.02487	0.9627	-0.41429	0.83812	-0.1712	0.89415	0.10715	0.92591	0.08968	0.85274	0.41228	0.97086	0.35963	1.08269	0.25915	0.90327	0.41995	0.89988	0.58112	0.66367	0.55497	0.88079	0.49809	0.7537	0.58327	0.93057	0.63454	1
0.34794	-0.94325	-2.36586	-3.0798	1.9186	-1.1166	-0.22921	-1.00943	-0.3748	-2.61968	1.70762	-0.64418	-0.18876	-1.467	-1.63233	0.68487	0.73491	0.25612	0.32322	-0.55212	-0.01601	-2.25662	-0.40463	-2.15067	2.03284	0.88794	1.94452	-2.39361	1.38784	-0.61684	0.00739	-0.66843	-0.03092	0
0.34794	0.72062	0.12083	0.76738	0.0132	0.91323	0.20428	0.93513	-0.18389	0.83961	0.07492	0.85042	0.30203	0.83981	0.46316	0.7659	0.54518	0.76193	0.68451	0.81537	0.59572	0.63901	0.85955	0.63237	0.82158	0.27679	0.90359	0.43272	0.96111	0.37691	0.92318	0.36956	1.05597	1
0.34794	-1.2551	-0.90754	-1.15621	-0.25149	-1.1166	-0.22921	-1.00943	-0.3748	-0.84505	-0.31333	-0.64418	-0.18876	-0.33889	-1.35509	-0.24889	1.67434	1.0229	-0.76847	-0.55212	-0.01601	-0.46234	-1.78706	-0.8685	-0.18778	0.88794	-1.26746	-2.39361	0.4261	-0.61684	0.00739	1.24485	-0.61366	0
0.34794	0.72062	0.28008	0.75492	0.10297	0.80394	0.41116	0.80018	0.0925	0.77711	0.43658	0.70991	0.75894	0.71374	0.91873	0.65173	0.9798	0.46549	1.14395	0.37524	1.10469	0.3203	1.33586	0.15036	1.22626	-0.21013	1.38326	-0.03752	1.55397	-0.02328	1.30893	-0.24558	1.64917	1
0.34794	-0.00639	2.16482	-0.75547	-2.42158	0.91323	1.6911	0.7205	0.26426	-2.03203	1.70762	-0.73935	0.99886	-0.50031	-0.04514	-1.45189	-2.00576	-0.34626	-0.01708	-0.01631	-0.86246	-2.25662	2.00473	0.71411	-1.82659	0.88794	0.01479	1.0793	2.02354	-0.25613	-1.93975	1.24485	2.1043	0
0.34794	0.72062	-1.03966	0.76738	1.40062	0.65057	0.12783	0.9627	-0.57992	0.82034	0.65652	0.40779	-0.5137	1.00462	-0.13601	0.96143	-1.00177	0.70395	-0.42565	0.89198	-0.38452	1.05591	-0.12459	0.93317	0.34999	0.7502	-0.00537	1.0793	-0.4842	0.15256	0.39387	0.31465	-0.14626	1
0.34794	0.41488	0.13956	0.76738	0.59767	0.91323	-2.14952	0.31067	-0.20069	0.92958	0.2331	0.96305	1.03575	1.00462	0.61945	1.00005	0.06107	0.35903	-0.78259	1.08769	1.20939	0.87587	0.61286	0.88892	-0.51553	0.88794	0.41627	-0.00284	0.01661	1.13299	0.44479	1.24485	0.76784	0
0.34794	0.72062	0.53482	0.76738	-0.19774	0.91323	-0.08012	0.9627	-0.28557	0.90761	0.35896	0.96305	-0.07785	1.00462	-0.05954	0.93128	-0.48789	0.77335	-0.12071	1.08769	0.06408	1.0548	0.62785	1.04394	-0.62808	0.81847	0.0869	0.84917	0.5148	1.03812	-0.42139	0.86898	-0.18741	1
-2.8659	0.72062	-2.36586	0.76738	-2.42158	0.91323	-2.14952	0.9627	-2.44155	0.92958	1.70762	0.96305	1.83196	1.00462	-2.33683	1.00005	2.02032	1.0229	1.97278	1.08769	1.91387	1.05591	-1.78706	1.04394	-1.82659	0.88794	-1.69167	1.0793	1.34683	-0.61684	0.00739	1.24485	-2.16613	0
0.34794	0.72062	1.43502	0.40784	1.52844	-0.24339	1.6911	-0.6028	1.28979	-1.62362	1.70762	-1.91607	1.36905	-2.05898	0.72332	-1.24981	-1.17304	-2.1372	-0.77868	-1.75053	-1.48926	-1.22429	-1.73949	0.0303	-1.82659	-0.23995	-1.56979	-0.20962	-1.91367	1.02048	-0.67843	1.22219	0.04266	1
0.34794	0.72062	2.16482	0.76738	-2.42158	0.91323	-2.14952	0.9627	1.69196	0.92958	1.70762	0.96305	1.83196	1.00462	-2.33683	1.00005	2.02032	1.0229	1.97278	1.08769	1.91387	1.05591	2.00473	1.04394	2.10658	0.88794	1.03548	-0.65715	0.05494	1.13299	-1.93975	1.24485	-2.16613	0
0.34794	0.72062	-0.02057	0.76738	0.14522	0.91323	0.28866	0.9627	0.1433	0.92958	0.26826	0.96305	0.5921	1.00462	0.53583	1.00005	1.32987	1.0229	1.08363	1.08769	1.16637	1.05591	1.23608	0.86402	1.48369	0.68457	1.42408	0.82944	1.37684	0.68484	1.67435	0.69943	1.58836	1
-2.8659	0.72062	-2.36586	0.76738	1.9186	-3.14642	-2.14952	0.9627	-2.44155	-0.84505	-0.31333	-0.64418	-0.18876	-2.05898	2.02646	1.00005	-2.00576	1.0229	-1.88022	-1.78197	1.91387	1.05591	-1.78706	1.04394	-1.82659	0.88794	-1.69167	-2.39361	-1.91367	-0.61684	0.00739	1.24485	-2.16613	0
0.34794	0.642	0.09475	0.70506	0.16688	0.83256	0.29794	0.92412	0.34964	0.803	0.62199	0.7423	0.87246	0.74145	1.12749	0.56709	1.39758	0.52795	1.45533	0.34114	1.31214	0.20027	1.55345	0.01731	1.60882	-0.40223	1.64992	-0.22401	1.74914	-0.37613	1.69818	-0.49532	1.81145	1
0.34794	0.10669	0.78045	-1.15621	-0.25149	-1.78516	1.11195	-1.00943	-0.3748	-0.84505	-0.31333	-0.64418	-0.18876	-0.2111	-0.68327	-0.27771	0.3987	0.1675	1.55232	-0.55212	-0.01601	-0.60036	0.10884	0.58431	0.67847	0.42669	1.28077	-0.65715	0.05494	-0.61684	0.00739	-0.66843	-0.03092	0
0.34794	0.72062	0.01434	0.76738	-0.01653	0.91323	0.14521	0.9627	0.21326	0.92958	0.39049	0.96305	0.58439	0.92152	0.78032	0.8241	1.02167	0.63818	1.17908	0.77029	1.14119	0.71767	1.29866	0.46727	1.39747	0.10176	1.38882	0.20305	1.4858	0.20605	1.40327	-0.02976	1.57568	1
-2.8659	0.72062	2.16482	-1.15621	-0.25149	0.91323	-2.14952	0.9627	-2.44155	0.92958	1.70762	0.96305	1.83196	1.00462	-2.33683	1.00005	2.02032	1.0229	1.97278	1.08769	-1.94589	-2.25662	-1.78706	1.04394	-1.82659	0.88794	-1.69167	1.0793	2.02354	-0.61684	0.00739	1.24485	-2.16613	0
